S.No.,District Code,District Name,District Census 2011 Code,District Census 2001 Code,Subdistrict Code,Subdistrict Name,Subdistrict Census 2011 Code,Subdistrict Census 2001 Code,Village Code,Village Name,Village Census 2011 Code,Village Census 2001 Code,Local Body Code,Local Body Name
39,118,Agra,146,15,766,Agra,00766,2,124660,Budhera,124660,01583700,42867,Budhera
40,118,Agra,146,15,766,Agra,00766,2,940821,Chak Abbal,000000,,,
41,118,Agra,146,15,766,Agra,00766,2,940822,Chak Chahram,000000,,,
42,118,Agra,146,15,766,Agra,00766,2,940823,Chak Doyam,000000,,,
43,118,Agra,146,15,766,Agra,00766,2,940824,Chak Hafatam,000000,,,
44,118,Agra,146,15,766,Agra,00766,2,940825,Chak Pancham,000000,,,
45,118,Agra,146,15,766,Agra,00766,2,940826,Chak Sheesham,000000,,,
46,118,Agra,146,15,766,Agra,00766,2,940827,Chak Shoyam,000000,,,
47,118,Agra,146,15,766,Agra,00766,2,124632,Chak Vi Chor Nagaria,124632,01580900,,
48,118,Agra,146,15,766,Agra,00766,2,124633,Chamrauli,124633,01581000,,
49,118,Agra,146,15,766,Agra,00766,2,124589,Chauhatna,124589,01576000,42910,Chauhatna
50,118,Agra,146,15,766,Agra,00766,2,940828,Chawali,000000,,,
51,118,Agra,146,15,766,Agra,00766,2,124690,Dehtora (Ct),124690,01575700,,
52,118,Agra,146,15,766,Agra,00766,2,124693,Deoretha (Ct),124693,01577500,42912,Deoretha
53,118,Agra,146,15,766,Agra,00766,2,124642,Deori,124642,01581900,42869,Deori
54,118,Agra,146,15,766,Agra,00766,2,940829,Dhadhupura Chungi Andar,000000,,,
55,118,Agra,146,15,766,Agra,00766,2,124688,Dhamota,124688,01586500,241773,Ghamota
56,118,Agra,146,15,766,Agra,00766,2,124698,Dhanauli (Ct),124698,41507000,241772,Dhanauli
57,118,Agra,146,15,766,Agra,00766,2,124648,Digner,124648,01582500,42870,Digner
58,118,Agra,146,15,766,Agra,00766,2,124673,Etmadpur Madra,124673,01585000,42871,Etmadpur Madra
59,118,Agra,146,15,766,Agra,00766,2,940830,Gailana Ehatmali,000000,,,
60,118,Agra,146,15,766,Agra,00766,2,940831,Gailana Mushatkil,000000,,,
61,118,Agra,146,15,766,Agra,00766,2,124609,Gamari,124609,01578300,42791,Gamari
62,118,Agra,146,15,766,Agra,00766,2,124643,Gangraua,124643,01582000,42872,Gangraua
63,118,Agra,146,15,766,Agra,00766,2,124596,Garhsani,124596,01576700,42913,Garhsani
64,118,Agra,146,15,766,Agra,00766,2,940833,Ghatwashan Ehatmali,000000,,,
65,118,Agra,146,15,766,Agra,00766,2,940832,Ghatwashan Mushatkil,000000,,,
66,118,Agra,146,15,766,Agra,00766,2,940834,Gopalpura,000000,,,
67,118,Agra,146,15,766,Agra,00766,2,124639,Gutla,124639,01581600,42873,Gutla
68,118,Agra,146,15,766,Agra,00766,2,124662,Hingot Kheria,124662,01583900,42874,Hingot Kheria
69,118,Agra,146,15,766,Agra,00766,2,124663,Ikthara,124663,01584000,42875,Ikthar
70,118,Agra,146,15,766,Agra,00766,2,124656,Islampur,124656,01583300,241720,Islampur
71,118,Agra,146,15,766,Agra,00766,2,124628,Itaura,124628,01580200,42876,Itaura
72,118,Agra,146,15,766,Agra,00766,2,940835,Jaganpur Ehatmali,000000,,,
73,118,Agra,146,15,766,Agra,00766,2,940836,Jaganpur Mushatkil,000000,,,
74,118,Agra,146,15,766,Agra,00766,2,124605,Jakhoda,124605,01577900,265466,Jakhoda
75,118,Agra,146,15,766,Agra,00766,2,124684,Janara,124684,01586100,42865,Bishari Bhand
76,118,Agra,146,15,766,Agra,00766,2,124613,Jarua Katra,124613,01578700,42794,Jarua Katra
77,118,Agra,146,15,766,Agra,00766,2,124585,Jaupura,124585,01575500,42914,Jaupura
78,118,Agra,146,15,766,Agra,00766,2,940837,Jogipura,000000,,,
79,118,Agra,146,15,766,Agra,00766,2,124625,Kaboolpur,124625,01579900,42877,Kaboolpur
80,118,Agra,146,15,766,Agra,00766,2,940838,Kachi Pura,000000,,,
81,118,Agra,146,15,766,Agra,00766,2,124640,Kahrai,124640,01581700,,
82,118,Agra,146,15,766,Agra,00766,2,124641,Kakrari,124641,01581800,42879,Kakrari
83,118,Agra,146,15,766,Agra,00766,2,940839,Kakretha Ehatmali,000000,,,
84,118,Agra,146,15,766,Agra,00766,2,940840,Kakretha Mushatkil,000000,,,
85,118,Agra,146,15,766,Agra,00766,2,124621,Kakua,124621,01579500,42880,Kakua
86,118,Agra,146,15,766,Agra,00766,2,124658,Kalal Kheria,124658,01583500,,
87,118,Agra,146,15,766,Agra,00766,2,124637,Kalika Nagla,124637,01581400,42882,Kalika Nagla
88,118,Agra,146,15,766,Agra,00766,2,124692,Kalwari (Ct),124692,01577300,42915,Kalwari
89,118,Agra,146,15,766,Agra,00766,2,124666,Karmana Ehtmali,124666,01584300,42883,Karmana Mustkil
90,118,Agra,146,15,766,Agra,00766,2,124669,Karmana Mustkil,124669,01584600,42883,Karmana Mustkil
91,118,Agra,146,15,766,Agra,00766,2,124695,Kaulakha (Ct),124695,01580700,42884,Kaulakha
92,118,Agra,146,15,766,Agra,00766,2,124615,Khal,124615,01578900,265499,Khal
93,118,Agra,146,15,766,Agra,00766,2,124598,Khallauwa,124598,01576900,42916,Khallauwa
94,118,Agra,146,15,766,Agra,00766,2,124583,Khaspur Ehtmali,124583,01575300,42917,Khaspur Mustkil
95,118,Agra,146,15,766,Agra,00766,2,124584,Khaspur Mustkil,124584,01575400,42917,Khaspur Mustkil
96,118,Agra,146,15,766,Agra,00766,2,940841,Khatena,000000,,,
97,118,Agra,146,15,766,Agra,00766,2,124610,Khera Bhagor,124610,01578400,42796,Khera Bhagor
98,118,Agra,146,15,766,Agra,00766,2,124671,Kuan Khera,124671,01584800,42885,Kuan Khera
99,118,Agra,146,15,766,Agra,00766,2,124685,Kundol,124685,01586200,42886,Kundol
100,118,Agra,146,15,766,Agra,00766,2,124627,Kuthawati,124627,01580100,42887,Kuthawati
101,118,Agra,146,15,766,Agra,00766,2,124657,Lakavali,124657,01583400,42888,Lakavali
102,118,Agra,146,15,766,Agra,00766,2,124573,Lakhanpur,124573,01574300,42918,Lakhanpur
103,118,Agra,146,15,766,Agra,00766,2,124616,Lalau,124616,01579000,42798,Lalau
104,118,Agra,146,15,766,Agra,00766,2,124592,Laramada,124592,01576300,42919,Laramada
105,118,Agra,146,15,766,Agra,00766,2,940842,Lashkar Pur,000000,,,
106,118,Agra,146,15,766,Agra,00766,2,124652,Lodhai,124652,01582900,42889,Lodhai
107,118,Agra,146,15,766,Agra,00766,2,124672,Mahua Khera,124672,01584900,42890,Mahua Khera
108,118,Agra,146,15,766,Agra,00766,2,124608,Malpura,124608,01578200,42799,Malpura
109,118,Agra,146,15,766,Agra,00766,2,124587,Manghatai,124587,01575800,42920,Manghatai
110,118,Agra,146,15,766,Agra,00766,2,124617,Mankenda,124617,01579100,42801,Mankenda
111,118,Agra,146,15,766,Agra,00766,2,940843,Mau Ehatmali,000000,,,
112,118,Agra,146,15,766,Agra,00766,2,940844,Mau Mushatkil,000000,,,
113,118,Agra,146,15,766,Agra,00766,2,124659,Mayapura,124659,01583600,265464,Mayapur
114,118,Agra,146,15,766,Agra,00766,2,124681,Mehra Naharganj,124681,01585800,42891,Mehra Naharganj
115,118,Agra,146,15,766,Agra,00766,2,124594,Midhakur,124594,01576500,42921,Midhakur
116,118,Agra,146,15,766,Agra,00766,2,124574,Mohammadpur,124574,01574400,42922,Mohammadpur
117,118,Agra,146,15,766,Agra,00766,2,124614,Mundhera,124614,01578800,42794,Jarua Katra
118,118,Agra,146,15,766,Agra,00766,2,124686,Nadauta,124686,01586300,42892,Nadauta
119,118,Agra,146,15,766,Agra,00766,2,940845,Nagala Padi,000000,,,
120,118,Agra,146,15,766,Agra,00766,2,124655,Nagla Nathu,124655,01583200,241720,Islampur
121,118,Agra,146,15,766,Agra,00766,2,124696,Nainana-Brahman (Ct),124696,01580800,42893,Nainana-Brahman
122,118,Agra,146,15,766,Agra,00766,2,124699,Nainana Jat (Ct),124699,41508000,241719,Nainana Jat
123,118,Agra,146,15,766,Agra,00766,2,124593,Nanpur,124593,01576400,265468,Nanpur
124,118,Agra,146,15,766,Agra,00766,2,940846,Naripura,000000,,,
125,118,Agra,146,15,766,Agra,00766,2,124638,Naubari,124638,01581500,42894,Naubari
126,118,Agra,146,15,766,Agra,00766,2,124653,Nauphari,124653,01583000,42889,Lodhai
127,118,Agra,146,15,766,Agra,00766,2,124630,Pachgain Khera,124630,01580500,42895,Pachgain Khera
128,118,Agra,146,15,766,Agra,00766,2,124691,Patholi (Ct),124691,01577200,42923,Patholi
129,118,Agra,146,15,766,Agra,00766,2,124631,Patti Pachgain,124631,01580600,42895,Pachgain Khera
130,118,Agra,146,15,766,Agra,00766,2,124654,Pawawali,124654,01583100,42896,Pawawali
131,118,Agra,146,15,766,Agra,00766,2,124619,Pinani Ramnagar,124619,01579300,42804,Pinani Ramnagar
132,118,Agra,146,15,766,Agra,00766,2,940847,Rajpur Chungi Andar,000000,,,
133,118,Agra,146,15,766,Agra,00766,2,124636,Rajrai,124636,01581300,42897,Rajrai
134,118,Agra,146,15,766,Agra,00766,2,124622,Rampura,124622,01579600,274038,Bhahai
135,118,Agra,146,15,766,Agra,00766,2,124694,Rohta (Ct),124694,01580300,42898,Rohta
136,118,Agra,146,15,766,Agra,00766,2,124590,Sadarban,124590,01576100,42924,Sadarban
137,118,Agra,146,15,766,Agra,00766,2,124595,Sahara,124595,01576600,42925,Sahara
138,118,Agra,146,15,766,Agra,00766,2,124629,Saimari,124629,01580400,42899,Saimari
139,118,Agra,146,15,766,Agra,00766,2,124624,Salemabad,124624,01579800,42900,Salemabad
140,118,Agra,146,15,766,Agra,00766,2,124675,Samogar Ehtmali,124675,01585200,42901,Samogar Mustkil
141,118,Agra,146,15,766,Agra,00766,2,124674,Samogar Mustkil,124674,01585100,42901,Samogar Mustkil
142,118,Agra,146,15,766,Agra,00766,2,940848,Sarajepur,000000,,,
143,118,Agra,146,15,766,Agra,00766,2,124677,Sargan Khera,124677,01585400,42901,Samogar Mustkil
144,118,Agra,146,15,766,Agra,00766,2,124678,Sarvatpur,124678,01585500,268075,Sarbatpura
145,118,Agra,146,15,766,Agra,00766,2,940849,Shewla Jat,000000,,,
146,118,Agra,146,15,766,Agra,00766,2,940850,Shikandra Bahitabad,000000,,,
147,118,Agra,146,15,766,Agra,00766,2,941953,Shohalla Chungi Andar,000000,,,
148,118,Agra,146,15,766,Agra,00766,2,124651,Shyamo,124651,01582800,42902,Shyamo
149,118,Agra,146,15,766,Agra,00766,2,124581,Sikandarpur Ehtmali,124581,01575100,42917,Khaspur Mustkil
150,118,Agra,146,15,766,Agra,00766,2,124582,Sikandarpur Mustkil,124582,01575200,42917,Khaspur Mustkil
151,118,Agra,146,15,766,Agra,00766,2,124611,Siroli,124611,01578500,42806,Siroli
152,118,Agra,146,15,766,Agra,00766,2,124601,Sucheta,124601,01577400,42926,Sucheta
153,118,Agra,146,15,766,Agra,00766,2,124647,Sujgai,124647,01582400,42855,Bahenta
154,118,Agra,146,15,766,Agra,00766,2,124586,Sunari,124586,01575600,42927,Sunari
155,118,Agra,146,15,766,Agra,00766,2,124597,Sutendi,124597,01576800,265467,Sutendi
156,118,Agra,146,15,766,Agra,00766,2,124577,Swami Ehtmali,124577,01574700,42928,Swami Mustkil
157,118,Agra,146,15,766,Agra,00766,2,124576,Swami Mustkil,124576,01574600,42928,Swami Mustkil
158,118,Agra,146,15,766,Agra,00766,2,124676,Tanora Noorpur Ehtmali,124676,01585300,42903,Tanora Nurpur Mustkil
159,118,Agra,146,15,766,Agra,00766,2,124680,Tanora Nurpur Mustkil,124680,01585700,42903,Tanora Nurpur Mustkil
160,118,Agra,146,15,766,Agra,00766,2,124603,Tapara,124603,01577700,42929,Tapara
161,118,Agra,146,15,766,Agra,00766,2,124670,Tora,124670,01584700,,
162,118,Agra,146,15,766,Agra,00766,2,940851,Ukharra,000000,,,
163,118,Agra,146,15,770,Bah,00770,6,125314,Abhaypura,125314,01648000,42808,Abhaypura
164,118,Agra,146,15,770,Bah,00770,6,125377,Amahi,125377,01654300,43109,Amahi
165,118,Agra,146,15,770,Bah,00770,6,125232,Arjun Pura,125232,01639800,43221,Arjun Pura
166,118,Agra,146,15,770,Bah,00770,6,125204,Arnota,125204,01637000,43222,Arnota
167,118,Agra,146,15,770,Bah,00770,6,125325,Badagaon,125325,01649100,43110,Badagaon
168,118,Agra,146,15,770,Bah,00770,6,125299,Badous,125299,01646500,42809,Badous
169,118,Agra,146,15,770,Bah,00770,6,125242,Baghrena,125242,01640800,43223,Baghrena
170,118,Agra,146,15,770,Bah,00770,6,125316,Bah,125316,01648200,,
171,118,Agra,146,15,770,Bah,00770,6,125272,Bah Dehat,125272,01643800,42821,Emanpura
172,118,Agra,146,15,770,Bah,00770,6,125217,Balai,125217,01638300,43224,Balai
173,118,Agra,146,15,770,Bah,00770,6,125311,Bamroli,125311,01647700,42810,Bamroli
174,118,Agra,146,15,770,Bah,00770,6,125192,Barenda,125192,01635800,43225,Barenda
175,118,Agra,146,15,770,Bah,00770,6,940852,Barha,000000,,241778,Barah
176,118,Agra,146,15,770,Bah,00770,6,125205,Basai Arela,125205,01637100,43226,Basai Arela
177,118,Agra,146,15,770,Bah,00770,6,125213,Basai Bhadoriya,125213,01637900,265538,Basai Bhadoriya
178,118,Agra,146,15,770,Bah,00770,6,125198,Basai Goojar,125198,01636400,43239,Ondh
179,118,Agra,146,15,770,Bah,00770,6,125305,Basoni,125305,01647100,42811,Basoni
180,118,Agra,146,15,770,Bah,00770,6,125256,Bateshwar,125256,01642200,42812,Bateshwar
181,118,Agra,146,15,770,Bah,00770,6,125340,Bedpura,125340,01650600,265539,Bedpura
182,118,Agra,146,15,770,Bah,00770,6,125245,Bhadroli,125245,01641100,42813,Bhadroli
183,118,Agra,146,15,770,Bah,00770,6,125211,Bhari Nagla,125211,01637700,43227,Bhari Nagla
184,118,Agra,146,15,770,Bah,00770,6,125403,Bhartar,125403,01719400,266761,Bhartar
185,118,Agra,146,15,770,Bah,00770,6,125284,Bhaupura,125284,01645000,42835,Narholi
186,118,Agra,146,15,770,Bah,00770,6,125218,Bhitari,125218,01638400,43224,Balai
187,118,Agra,146,15,770,Bah,00770,6,125370,Bhojpura,125370,01653600,43118,Jaitpura Kalan
188,118,Agra,146,15,770,Bah,00770,6,125225,Bhonigapura,125225,01639100,43235,Ladhavapura
189,118,Agra,146,15,770,Bah,00770,6,125308,Bichoula,125308,01647400,42814,Bichoula
190,118,Agra,146,15,770,Bah,00770,6,125250,Bitholi,125250,01641600,42815,Bitholi
191,118,Agra,146,15,770,Bah,00770,6,125348,Bithona,125348,01651400,43111,Bithona
192,118,Agra,146,15,770,Bah,00770,6,125257,Budhera,125257,01642300,42812,Bateshwar
193,118,Agra,146,15,770,Bah,00770,6,125313,Chamraua,125313,01647900,42816,Chamraua
194,118,Agra,146,15,770,Bah,00770,6,125327,Chandrapur,125327,01649300,265542,Chandrapura
195,118,Agra,146,15,770,Bah,00770,6,125288,Changoli,125288,01645400,42817,Changoli
196,118,Agra,146,15,770,Bah,00770,6,125361,Charitha,125361,01652700,43117,Garhi Baroli
197,118,Agra,146,15,770,Bah,00770,6,125346,Chikanipura,125346,01651200,43133,Nadgawan
198,118,Agra,146,15,770,Bah,00770,6,125385,Chitrahar,125385,01655100,43112,Chitrahar
199,118,Agra,146,15,770,Bah,00770,6,125323,Chorangabehar,125323,01648900,265541,Chorangabehar
200,118,Agra,146,15,770,Bah,00770,6,125330,Chourangahar,125330,01649600,43113,Chourangahar
201,118,Agra,146,15,770,Bah,00770,6,125291,Chousingi,125291,01645700,42818,Chousingi
202,118,Agra,146,15,770,Bah,00770,6,125300,Dagroopura,125300,01646600,42832,Lakhanpur Khalsa
203,118,Agra,146,15,770,Bah,00770,6,125281,Deenpura,125281,01644700,42836,Parbatipura
204,118,Agra,146,15,770,Bah,00770,6,125275,Derak,125275,01644100,42819,Derak
205,118,Agra,146,15,770,Bah,00770,6,125343,Devpura,125343,01650900,43133,Nadgawan
206,118,Agra,146,15,770,Bah,00770,6,125332,Dhaniyapura,125332,01649800,43128,Madhepura
207,118,Agra,146,15,770,Bah,00770,6,125379,Dharmasala,125379,01654500,43109,Amahi
208,118,Agra,146,15,770,Bah,00770,6,125357,Dhaypura,125357,01652300,43142,Rooppura
209,118,Agra,146,15,770,Bah,00770,6,125273,Dhobai,125273,01643900,42834,Mangadpur
210,118,Agra,146,15,770,Bah,00770,6,125289,Dodapura,125289,01645500,42820,Dodapura
211,118,Agra,146,15,770,Bah,00770,6,125271,Emanpura,125271,01643700,42821,Emanpura
212,118,Agra,146,15,770,Bah,00770,6,125369,Fatehpura,125369,01653500,43114,Fatehpura
213,118,Agra,146,15,770,Bah,00770,6,125360,Gadhbar,125360,01652600,43115,Gadhbar
214,118,Agra,146,15,770,Bah,00770,6,125395,Gadhia Pratappura,125395,01656100,43116,Gadhia Pratappura
215,118,Agra,146,15,770,Bah,00770,6,125222,Gajoura,125222,01638800,43228,Gajoura
216,118,Agra,146,15,770,Bah,00770,6,125290,Gajrora,125290,01645600,42818,Chousingi
217,118,Agra,146,15,770,Bah,00770,6,125362,Garhi Baroli,125362,01652800,43117,Garhi Baroli
218,118,Agra,146,15,770,Bah,00770,6,125338,Gohra,125338,01650400,43122,Khera Rathor
219,118,Agra,146,15,770,Bah,00770,6,125318,Gonsili,125318,01648400,42822,Gonsili
220,118,Agra,146,15,770,Bah,00770,6,125246,Gopal Pura,125246,01641200,42823,Gopal Pura
221,118,Agra,146,15,770,Bah,00770,6,125307,Gungawali,125307,01647300,42824,Gungawali
222,118,Agra,146,15,770,Bah,00770,6,125320,Gurha,125320,01648600,42845,Simrahi
223,118,Agra,146,15,770,Bah,00770,6,125301,Hajarpura,125301,01646700,265536,Padkoli
224,118,Agra,146,15,770,Bah,00770,6,125389,Hatkant,125389,01655500,43140,Pyarampura
225,118,Agra,146,15,770,Bah,00770,6,125269,Hingot Khera,125269,01643500,42825,Hingot Khera
226,118,Agra,146,15,770,Bah,00770,6,125252,Holy Pura,125252,01641800,42838,Pharairi
227,118,Agra,146,15,770,Bah,00770,6,125227,Husainpura,125227,01639300,43229,Husainpura
228,118,Agra,146,15,770,Bah,00770,6,125292,Indraini,125292,01645800,42848,Veri
229,118,Agra,146,15,770,Bah,00770,6,125251,Itaili,125251,01641700,42826,Itaili
230,118,Agra,146,15,770,Bah,00770,6,125371,Jaitpura Kalan,125371,01653700,43118,Jaitpura Kalan
231,118,Agra,146,15,770,Bah,00770,6,125234,Jaitpur Khurd,125234,01640000,43250,Udaypur Khalsa
232,118,Agra,146,15,770,Bah,00770,6,125279,Jarar,125279,01644500,42827,Jarar
233,118,Agra,146,15,770,Bah,00770,6,125336,Jojalipura,125336,01650200,43144,Samaramau
234,118,Agra,146,15,770,Bah,00770,6,125326,Kachhpura,125326,01649200,265542,Chandrapura
235,118,Agra,146,15,770,Bah,00770,6,125388,Kachora,125388,01655400,43119,Kachora Ghat
236,118,Agra,146,15,770,Bah,00770,6,125259,Kalinjar,125259,01642500,42828,Kalinjar
237,118,Agra,146,15,770,Bah,00770,6,125243,Kaliyanpura,125243,01640900,42839,Raipura Bhadoriya
238,118,Agra,146,15,770,Bah,00770,6,125402,Kalyanpur Mafi,125402,01719300,266761,Bhartar
239,118,Agra,146,15,770,Bah,00770,6,125368,Kamalpura,125368,01653400,43147,Sujanpura
240,118,Agra,146,15,770,Bah,00770,6,125400,Kamoni,125400,01656600,43126,Korath
241,118,Agra,146,15,770,Bah,00770,6,125352,Kamtari,125352,01651800,43120,Kamtari
242,118,Agra,146,15,770,Bah,00770,6,125373,Kanaharpura,125373,01653900,43149,Udhannapura
243,118,Agra,146,15,770,Bah,00770,6,125297,Kanera,125297,01646300,42840,Rajpura
244,118,Agra,146,15,770,Bah,00770,6,125212,Kankar Kheda,125212,01637800,43230,Kankar Kheda
245,118,Agra,146,15,770,Bah,00770,6,125342,Karanpura,125342,01650800,43121,Karanpura
246,118,Agra,146,15,770,Bah,00770,6,125341,Karanpuri,125341,01650700,265539,Bedpura
247,118,Agra,146,15,770,Bah,00770,6,125200,Karkoli,125200,01636600,43231,Karkoli
248,118,Agra,146,15,770,Bah,00770,6,125344,Keelpura,125344,01651000,43129,Mahua
249,118,Agra,146,15,770,Bah,00770,6,125315,Kenjra,125315,01648100,42829,Kenjra
250,118,Agra,146,15,770,Bah,00770,6,125312,Khajuhapura,125312,01647800,42816,Chamraua
251,118,Agra,146,15,770,Bah,00770,6,125294,Kharagpura,125294,01646000,42848,Veri
252,118,Agra,146,15,770,Bah,00770,6,125391,Kharik,125391,01655700,43132,Mukutpura
253,118,Agra,146,15,770,Bah,00770,6,125268,Kheda Devidass,125268,01643400,42825,Hingot Khera
254,118,Agra,146,15,770,Bah,00770,6,125337,Khera Rathor,125337,01650300,43122,Khera Rathor
255,118,Agra,146,15,770,Bah,00770,6,125209,Kherdanda,125209,01637500,43232,Kherdanda
256,118,Agra,146,15,770,Bah,00770,6,125335,Khetlipura,125335,01650100,43144,Samaramau
257,118,Agra,146,15,770,Bah,00770,6,125387,Khicharpura,125387,01655300,43138,Pai
258,118,Agra,146,15,770,Bah,00770,6,125397,Khilawali,125397,01656300,43123,Khilawali
259,118,Agra,146,15,770,Bah,00770,6,125333,Khohri,125333,01649900,43124,Khohri
260,118,Agra,146,15,770,Bah,00770,6,125349,Khuliyapura,125349,01651500,43111,Bithona
261,118,Agra,146,15,770,Bah,00770,6,125239,Kiyori,125239,01640500,43233,Kiyori
262,118,Agra,146,15,770,Bah,00770,6,125396,Kookapur,125396,01656200,43125,Kookapur
263,118,Agra,146,15,770,Bah,00770,6,125399,Korath,125399,01656500,43126,Korath
264,118,Agra,146,15,770,Bah,00770,6,125262,Kot,125262,01642800,42846,Sunsar
265,118,Agra,146,15,770,Bah,00770,6,125231,Kukthari,125231,01639700,43234,Kukthari
266,118,Agra,146,15,770,Bah,00770,6,125310,Kunwar Kheda,125310,01647600,42830,Kunwar Kheda
267,118,Agra,146,15,770,Bah,00770,6,125278,Kwaari,125278,01644400,42831,Kwaari
268,118,Agra,146,15,770,Bah,00770,6,125351,Kyari,125351,01651700,43127,Kyari
269,118,Agra,146,15,770,Bah,00770,6,125224,Ladhavapura,125224,01639000,43235,Ladhavapura
270,118,Agra,146,15,770,Bah,00770,6,125365,Lakhanpura Jogir,125365,01653100,43147,Sujanpura
271,118,Agra,146,15,770,Bah,00770,6,125304,Lakhanpur Khalsa,125304,01647000,42832,Lakhanpur Khalsa
272,118,Agra,146,15,770,Bah,00770,6,125229,Lalpura,125229,01639500,43249,Sutahari
273,118,Agra,146,15,770,Bah,00770,6,125376,Madhaya Jaisingh,125376,01654200,43109,Amahi
274,118,Agra,146,15,770,Bah,00770,6,125331,Madhepura,125331,01649700,43128,Madhepura
275,118,Agra,146,15,770,Bah,00770,6,125207,Mahapur,125207,01637300,43226,Basai Arela
276,118,Agra,146,15,770,Bah,00770,6,125345,Mahua,125345,01651100,43129,Mahua
277,118,Agra,146,15,770,Bah,00770,6,125260,Mai,125260,01642600,42833,Mai
278,118,Agra,146,15,770,Bah,00770,6,125334,Maloni,125334,01650000,43130,Maloni
279,118,Agra,146,15,770,Bah,00770,6,125270,Mangadpur,125270,01643600,42834,Mangadpur
280,118,Agra,146,15,770,Bah,00770,6,125201,Manhgoli,125201,01636700,43231,Karkoli
281,118,Agra,146,15,770,Bah,00770,6,125206,Manikpura,125206,01637200,43236,Manikpura
282,118,Agra,146,15,770,Bah,00770,6,125197,Manona,125197,01636300,43237,Manona
