url,label,district,host,family,state,year_hint,discovered_on
https://igod.gov.in/index.php/district/BTg3tXQBW7DqAzx4Vrus/blocks,Auraiya block directory,Auraiya,auraiya.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=ayodhya.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Ayodhya district CDX,Ayodhya,ayodhya.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/dr6-uIsBC8DLsKxJelG2/blocks,Ayodhya block directory,Ayodhya,ayodhya.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=azamgarh.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Azamgarh district CDX,Azamgarh,azamgarh.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/_Dg3tXQBW7DqAzx4Vrqs/blocks,Azamgarh block directory,Azamgarh,azamgarh.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bagpat.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Baghpat district CDX,Baghpat,bagpat.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Bjg3tXQBW7DqAzx4Vrus/blocks,Baghpat block directory,Baghpat,bagpat.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bahraich.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bahraich district CDX,Bahraich,bahraich.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/GTg3tXQBW7DqAzx4Vrus/blocks,Bahraich block directory,Bahraich,bahraich.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=ballia.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Ballia district CDX,Ballia,ballia.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/YTg3tXQBW7DqAzx4Vr2t/blocks,Ballia block directory,Ballia,ballia.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=balrampur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Balrampur district CDX,Balrampur,balrampur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Zzg3tXQBW7DqAzx4Vrus/blocks,Balrampur block directory,Balrampur,balrampur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=banda.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Banda district CDX,Banda,banda.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/_jg3tXQBW7DqAzx4Vrqs/blocks,Banda block directory,Banda,banda.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=barabanki.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bara Banki district CDX,Bara Banki,barabanki.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Bzg3tXQBW7DqAzx4Vrus/blocks,Bara Banki block directory,Bara Banki,barabanki.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bareilly.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bareilly district CDX,Bareilly,bareilly.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/CDg3tXQBW7DqAzx4Vrus/blocks,Bareilly block directory,Bareilly,bareilly.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=basti.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Basti district CDX,Basti,basti.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/_zg3tXQBW7DqAzx4Vrqs/blocks,Basti block directory,Basti,basti.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bhadohi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bhadohi district CDX,Bhadohi,bhadohi.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/aDg3tXQBW7DqAzx4Vrus/blocks,Bhadohi block directory,Bhadohi,bhadohi.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bijnor.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bijnor district CDX,Bijnor,bijnor.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/CTg3tXQBW7DqAzx4Vrus/blocks,Bijnor block directory,Bijnor,bijnor.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=budaun.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Budaun district CDX,Budaun,budaun.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/_Tg3tXQBW7DqAzx4Vrqs/blocks,Budaun block directory,Budaun,budaun.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=bulandshahar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Bulandshahr district CDX,Bulandshahr,bulandshahar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Cjg3tXQBW7DqAzx4Vrus/blocks,Bulandshahr block directory,Bulandshahr,bulandshahar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=chandauli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Chandauli district CDX,Chandauli,chandauli.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Czg3tXQBW7DqAzx4Vrus/blocks,Chandauli block directory,Chandauli,chandauli.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=chitrakoot.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Chitrakoot district CDX,Chitrakoot,chitrakoot.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/Qzg3tXQBW7DqAzx4Vrus/blocks,Chitrakoot block directory,Chitrakoot,chitrakoot.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=deoria.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Deoria district CDX,Deoria,deoria.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/DDg3tXQBW7DqAzx4Vrus/blocks,Deoria block directory,Deoria,deoria.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=etah.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Etah district CDX,Etah,etah.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/pTg3tXQBW7DqAzx4Vrqs/blocks,Etah block directory,Etah,etah.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=etawah.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Etawah district CDX,Etawah,etawah.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://igod.gov.in/index.php/district/ADg3tXQBW7DqAzx4Vrus/blocks,Etawah block directory,Etawah,etawah.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations
https://web.archive.org/cdx/search/cdx?url=farrukhabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Farrukhabad district CDX,Farrukhabad,farrukhabad.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://igod.gov.in/index.php/district/DTg3tXQBW7DqAzx4Vrus/blocks,Farrukhabad block directory,Farrukhabad,farrukhabad.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://web.archive.org/cdx/search/cdx?url=fatehpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Fatehpur district CDX,Fatehpur,fatehpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://igod.gov.in/index.php/district/Djg3tXQBW7DqAzx4Vrus/blocks,Fatehpur block directory,Fatehpur,fatehpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://web.archive.org/cdx/search/cdx?url=firozabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Firozabad district CDX,Firozabad,firozabad.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://igod.gov.in/index.php/district/Dzg3tXQBW7DqAzx4Vrus/blocks,Firozabad block directory,Firozabad,firozabad.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://web.archive.org/cdx/search/cdx?url=gbnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Gautam Buddha Nagar district CDX,Gautam Buddha Nagar,gbnagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://igod.gov.in/index.php/district/EDg3tXQBW7DqAzx4Vrus/blocks,Gautam Buddha Nagar block directory,Gautam Buddha Nagar,gbnagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://web.archive.org/cdx/search/cdx?url=ghaziabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Ghaziabad district CDX,Ghaziabad,ghaziabad.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://igod.gov.in/index.php/district/Kjg3tXQBW7DqAzx4Vrus/blocks,Ghaziabad block directory,Ghaziabad,ghaziabad.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/25/5
https://web.archive.org/cdx/search/cdx?url=ghazipur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Ghazipur district CDX,Ghazipur,ghazipur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://igod.gov.in/index.php/district/Kzg3tXQBW7DqAzx4Vrus/blocks,Ghazipur block directory,Ghazipur,ghazipur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://web.archive.org/cdx/search/cdx?url=gonda.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Gonda district CDX,Gonda,gonda.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://igod.gov.in/index.php/district/ATg3tXQBW7DqAzx4Vrus/blocks,Gonda block directory,Gonda,gonda.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://web.archive.org/cdx/search/cdx?url=gorakhpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Gorakhpur district CDX,Gorakhpur,gorakhpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://igod.gov.in/index.php/district/ETg3tXQBW7DqAzx4Vrus/blocks,Gorakhpur block directory,Gorakhpur,gorakhpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://web.archive.org/cdx/search/cdx?url=hamirpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Hamirpur district CDX,Hamirpur,hamirpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://igod.gov.in/index.php/district/Ajg3tXQBW7DqAzx4Vrus/blocks,Hamirpur block directory,Hamirpur,hamirpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://web.archive.org/cdx/search/cdx?url=hapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Hapur district CDX,Hapur,hapur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://igod.gov.in/index.php/district/pzg3tXQBW7DqAzx4Vrqs/blocks,Hapur block directory,Hapur,hapur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/30/5
https://web.archive.org/cdx/search/cdx?url=hardoi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Hardoi district CDX,Hardoi,hardoi.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://igod.gov.in/index.php/district/Nzg3tXQBW7DqAzx4Vrus/blocks,Hardoi block directory,Hardoi,hardoi.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://web.archive.org/cdx/search/cdx?url=hathras.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Hathras district CDX,Hathras,hathras.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,Hathras block directory,Hathras,hathras.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://web.archive.org/cdx/search/cdx?url=jalaun.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Jalaun district CDX,Jalaun,jalaun.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://igod.gov.in/index.php/district/LDg3tXQBW7DqAzx4Vrus/blocks,Jalaun block directory,Jalaun,jalaun.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://web.archive.org/cdx/search/cdx?url=jaunpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Jaunpur district CDX,Jaunpur,jaunpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,Jaunpur block directory,Jaunpur,jaunpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://web.archive.org/cdx/search/cdx?url=jhansi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Jhansi district CDX,Jhansi,jhansi.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,Jhansi block directory,Jhansi,jhansi.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/35/5
https://web.archive.org/cdx/search/cdx?url=kannauj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kannauj district CDX,Kannauj,kannauj.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://igod.gov.in/index.php/district/ODg3tXQBW7DqAzx4Vrus/blocks,Kannauj block directory,Kannauj,kannauj.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://web.archive.org/cdx/search/cdx?url=kanpurdehat.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kanpur Dehat district CDX,Kanpur Dehat,kanpurdehat.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,Kanpur Dehat block directory,Kanpur Dehat,kanpurdehat.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://web.archive.org/cdx/search/cdx?url=kanpurnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kanpur Nagar district CDX,Kanpur Nagar,kanpurnagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://igod.gov.in/index.php/district/yzg3tXQBW7DqAzx4Vrqs/blocks,Kanpur Nagar block directory,Kanpur Nagar,kanpurnagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://web.archive.org/cdx/search/cdx?url=kasganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kasganj district CDX,Kasganj,kasganj.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://igod.gov.in/index.php/district/Vjg3tXQBW7DqAzx4Vrus/blocks,Kasganj block directory,Kasganj,kasganj.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://web.archive.org/cdx/search/cdx?url=kaushambi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kaushambi district CDX,Kaushambi,kaushambi.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://igod.gov.in/index.php/district/Gjg3tXQBW7DqAzx4Vrus/blocks,Kaushambi block directory,Kaushambi,kaushambi.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/40/5
https://web.archive.org/cdx/search/cdx?url=kheri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kheri district CDX,Kheri,kheri.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://igod.gov.in/index.php/district/Gzg3tXQBW7DqAzx4Vrus/blocks,Kheri block directory,Kheri,kheri.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://web.archive.org/cdx/search/cdx?url=kushinagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Kushinagar district CDX,Kushinagar,kushinagar.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://igod.gov.in/index.php/district/7Dg3tXQBW7DqAzx4Vrqs/blocks,Kushinagar block directory,Kushinagar,kushinagar.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://web.archive.org/cdx/search/cdx?url=lalitpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,Lalitpur district CDX,Lalitpur,lalitpur.nic.in,district_cdx,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
https://igod.gov.in/index.php/district/HDg3tXQBW7DqAzx4Vrus/blocks,Lalitpur block directory,Lalitpur,lalitpur.nic.in,block_directory,Uttar Pradesh,,https://igod.gov.in/index.php/sg/UP/E042/organizations_more/45/5
