district,host,query_url,receipt_status,response_path,response_sha256
Firozabad,firozabad.nic.in,https://web.archive.org/cdx/search/cdx?url=firozabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/9704e37757a1170f6ecf_f68dcef6ffc7.json,f68dcef6ffc7254226eeec0f368ccd48414bb3c09634d59ed5e7680b469b927b
Gautam Buddha Nagar,gbnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=gbnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/75b350733a0ebbfa49ab_bdacca2a1c94.json,bdacca2a1c9498d3c6d7dea7dd078dc52d15655f83933e965a0592eaf692606e
Ghaziabad,ghaziabad.nic.in,https://web.archive.org/cdx/search/cdx?url=ghaziabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a3ac2e8f241f88385f47_355cc93cc9b3.json,355cc93cc9b3348fb3c4413a03471d06515b73541e5d6a33180953e7dbf79c74
Ghazipur,ghazipur.nic.in,https://web.archive.org/cdx/search/cdx?url=ghazipur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/3eec15e00a63b73a56ef_99286e1372ab.json,99286e1372ab789c63a69036b6521dfb536d86a7c741c7f8a871fdf00fc8c08e
Gonda,gonda.nic.in,https://web.archive.org/cdx/search/cdx?url=gonda.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/d678973fe6f01b93f8b2_4ed2269155e0.json,4ed2269155e00ab33b1f6ba471c50335b3ee211b1c4dce4ceac9f92441178df8
Gorakhpur,gorakhpur.nic.in,https://web.archive.org/cdx/search/cdx?url=gorakhpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/ac1024226b68e5fc7874_1a5a83113f3b.json,1a5a83113f3b009670e58bb79e79f16010cb8afb57e1b68bfab250dbf3ce2cad
Hamirpur,hamirpur.nic.in,https://web.archive.org/cdx/search/cdx?url=hamirpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/f51eabc17eb95ec7eaf0_44fa13fb3c2e.json,44fa13fb3c2e634e1cea15e0c80b38fd016c47338092ea7492a4331a56bbaa85
Hapur,hapur.nic.in,https://web.archive.org/cdx/search/cdx?url=hapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/00f30a377cfc0af7680e_3e13f8c463bb.json,3e13f8c463bba2e1af58a8b154e93b3c060db373850dc1d39d0f3ecc07d4b196
Hardoi,hardoi.nic.in,https://web.archive.org/cdx/search/cdx?url=hardoi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/048d20fc6d7de364f785_9871fa3b29d6.json,9871fa3b29d6e4671becb14cd9517ba22753bc74b726e9efe3d91b963ae7bd77
Hathras,hathras.nic.in,https://web.archive.org/cdx/search/cdx?url=hathras.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2513cba9472d0d17a728_e7934794e150.json,e7934794e150dfeee0f778554b9e1b8fc3714b151554460a4d5114e2df144719
Jalaun,jalaun.nic.in,https://web.archive.org/cdx/search/cdx?url=jalaun.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/272bb5df4e5bbca3257d_3e336b986d98.json,3e336b986d989fa979ad081196c64a0b62618d549963094903ec5db99c361b4a
Jaunpur,jaunpur.nic.in,https://web.archive.org/cdx/search/cdx?url=jaunpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/ae460673b778b1b422ea_43721efb28bd.json,43721efb28bdecdc3593e23f8445119e38a59af5130e61c690972d0d8fa0012d
Jhansi,jhansi.nic.in,https://web.archive.org/cdx/search/cdx?url=jhansi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eab25a87126c92bdf3cd_ab87aa916235.json,ab87aa91623527b894eb9f923d91019c1d30d63ec9d635105b23e5c54521f288
Kannauj,kannauj.nic.in,https://web.archive.org/cdx/search/cdx?url=kannauj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/69745870de7daee17a36_fbd3bf90bff4.json,fbd3bf90bff426c2cc76e0a97e0c315445c0fdf7c890aaf1460799d12b4e868c
Kanpur Dehat,kanpurdehat.nic.in,https://web.archive.org/cdx/search/cdx?url=kanpurdehat.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2ae575acc9e31772946f_8cfe27f05aec.json,8cfe27f05aecb8c1728c81ee69604a367b1fbb8f8deafd4959518972687b2cc2
Kanpur Nagar,kanpurnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=kanpurnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/79eca842f2719963096c_fbe75d1c57a4.json,fbe75d1c57a402028b21a737732c6086d913c217a18545c2096de2bb9941a7a8
Kasganj,kasganj.nic.in,https://web.archive.org/cdx/search/cdx?url=kasganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/4fc618c0cf887aeab6fe_cd2009e504e6.json,cd2009e504e677effed851da2a80098df4490ac18cac0dc9280dd8e208d47c6a
Kaushambi,kaushambi.nic.in,https://web.archive.org/cdx/search/cdx?url=kaushambi.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/82de5c638a2ea8ea7174_8b681174186b.json,8b681174186b60897ffa61707367dbe4efb10e8686b6aa2f625354de7276209e
Kheri,kheri.nic.in,https://web.archive.org/cdx/search/cdx?url=kheri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/10cfe8499493223d2c2e_7a58b28bd7b1.json,7a58b28bd7b1db460b7b7a97823eb5c3a6731fc353cd7548dad941aa77a5bebc
Kushinagar,kushinagar.nic.in,https://web.archive.org/cdx/search/cdx?url=kushinagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/937359783e978a9c773e_b5251fbf3e63.json,b5251fbf3e6379b68b30d9368bdeea7bf502aff8b935cfd983f7cac893b67525
Lalitpur,lalitpur.nic.in,https://web.archive.org/cdx/search/cdx?url=lalitpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0980a8c6e7a1591c0930_70d402171d13.json,70d402171d1348e6498015d9a4c541467d65164964af411e90abec5945f16931
Lucknow,lucknow.nic.in,https://web.archive.org/cdx/search/cdx?url=lucknow.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/9f460a681906b4ce92d4_20e8f15a6497.json,20e8f15a64975d4cf913ade3be0c844923ee11f0f9566fc9d92cc2150528a1e2
Mahrajganj,maharajganj.nic.in,https://web.archive.org/cdx/search/cdx?url=maharajganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/7b458d265b60f8793859_f5cbf1c452eb.json,f5cbf1c452eb796ad9fc8fcf479db2c0970c707a73d14b1bf5b9280fb3820fcc
Mahoba,mahoba.nic.in,https://web.archive.org/cdx/search/cdx?url=mahoba.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/70f63abad43d6a7a6c90_0f4f65a1bf0e.json,0f4f65a1bf0ed1b3dded036d468746413aa2c5792cb69adcbf47a4408700ecc9
Mainpuri,mainpuri.nic.in,https://web.archive.org/cdx/search/cdx?url=mainpuri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/334e70813423192f6311_7013a389835b.json,7013a389835b049c21eeb9be2907cfc62d67677be2ea64a4d48108da5e795f66
Mathura,mathura.nic.in,https://web.archive.org/cdx/search/cdx?url=mathura.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2f200a2e50e289fe9cff_e609f4e6e8df.json,e609f4e6e8dfb49c1fce082fb2aeecd2ff825b6c6edd71559f283df916e0f93c
Mau,mau.nic.in,https://web.archive.org/cdx/search/cdx?url=mau.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/d84c257b06e068d42758_8dbe77a1e33c.json,8dbe77a1e33cc7b1a0e04301d2980e377d7b377171d98fb6ee52872a1a505f16
Meerut,meerut.nic.in,https://web.archive.org/cdx/search/cdx?url=meerut.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/4ff9f3a00575d2d9c20e_98e5146540cc.json,98e5146540cc9cbbaf9679dfa8e533e9c81c904b4dd1b9b1255cd2b9fcdf77ae
Mirzapur,mirzapur.nic.in,https://web.archive.org/cdx/search/cdx?url=mirzapur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/11fe4dd3d710d6d2ae31_d276261303da.json,d276261303da82250c577bc6c5ce13e53fc5e597d7cd0fd60e67b4f04cea1a07
Moradabad,moradabad.nic.in,https://web.archive.org/cdx/search/cdx?url=moradabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/854baacdb58a1ce7650c_5f591b4d4d7f.json,5f591b4d4d7f2f16156a863eb02531f413aa19e4d3019a69856eba5cfc4cb054
Muzaffarnagar,muzaffarnagar.nic.in,https://web.archive.org/cdx/search/cdx?url=muzaffarnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/6752de037c7e6b6b2fe0_3159a4f8a11f.json,3159a4f8a11fe75e4d75a14f9072c5fbb50b92e2ab715d51540d699bfc2e9131
Pilibhit,pilibhit.nic.in,https://web.archive.org/cdx/search/cdx?url=pilibhit.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/4322f9f1dad4ab44374a_1803782c4304.json,1803782c4304e0a50d69b0aeb7b81855a1e3aeb2ecba7921eca52047c9d08e77
Pratapgarh,pratapgarh.nic.in,https://web.archive.org/cdx/search/cdx?url=pratapgarh.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/315309ead7f01147df0f_831a2bf998e8.json,831a2bf998e899ea02160ceedff072ff82587ef625861b336a350e05ecc5402a
Prayagraj,prayagraj.nic.in,https://web.archive.org/cdx/search/cdx?url=prayagraj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/c1308e970420f9eb091b_b3ded3d822af.json,b3ded3d822af1d25993125e83f8de86bd6182f54d5b10c1fa589165c9ee51ff9
Rae Bareli,raebareli.nic.in,https://web.archive.org/cdx/search/cdx?url=raebareli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,ok_json,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/2ae727edeacfc1e16399_c4c13a354113.json,c4c13a35411390551c1e91207a26319f4db7173b62612a721c3b8e93b86cd739
