original,timestamp,mimetype,statuscode,digest,retrieval_source,query_scope,pdf_candidate,election_url_candidate,content_review_status
http://sec.up.nic.in/acts_rules/coi_english/Appendix_4.pdf,20090410051413,application/pdf,200,IRZQUQAP6VMF4BZ2GMYZGUFRFUC4DO24,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Appendix_5.pdf,20090410050740,application/pdf,200,VTWIN7PTZ5LY2M5GOT6LBF4LUIY3CYYP,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Index.pdf,20090410051152,application/pdf,200,HMZON5F5I4MFXHJYH5B56J5KDLDMF7ES,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_1.pdf,20090410050557,application/pdf,200,NDNERT3R6O3HVGCJAXGMZAHVYR2KYUHE,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_10.pdf,20090410051234,application/pdf,200,FKUNQW6LGATJGMS7GPYWNKBF2TDMFOOG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_11.pdf,20090410050711,application/pdf,200,M5D6RVGNOJUZUUQZA4TQRNKUESJPP4PO,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_12.pdf,20090410050606,application/pdf,200,4HHLBFBQOSWJONBHI5VTKF5MDHD4Y4CW,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_13.pdf,20090410050826,application/pdf,200,KJANA6QUSQE43FRYR4ETPUFS4WQOWRFN,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_14.pdf,20090410050835,application/pdf,200,4HX5APCASMYZVFRPWEVGYZVVL3HGO3RL,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_14a.pdf,20090410051122,application/pdf,200,35SCUAIPRNAKZCRBICYWVFODA6KZMIYM,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_15.pdf,20090410050916,application/pdf,200,UAQR67UOZGSM4V7BD3MFS47MOTWFGNC6,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_16.pdf,20090410051212,application/pdf,200,AMNWOCONR5O7GGTANT42PREDG3YJCET7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_17.pdf,20090410050537,application/pdf,200,3OLQMAF4YEOQ73LIZMVPPXDMETDADC3L,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_18.pdf,20090410050623,application/pdf,200,WTVA4BRQ5AJ7KIIAQHT43P63YCSN5KHR,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_19.pdf,20090410050816,application/pdf,200,SZN7SPNRRES5OMBZE3IGGEXG7NJJ3UEV,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_2.pdf,20090410050654,application/pdf,200,Y23SGN5IAUQKDQE3IREDZFXVODWAZEPE,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_20.pdf,20090410050632,application/pdf,200,6L66QCTKOW5DNBKSRAKYZWKNH4XGWND3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_21.pdf,20090410050523,application/pdf,200,S2AGOO2C7AGS7HT7C4VSTGE4YL7V5OG4,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_22.pdf,20090410050547,application/pdf,200,N5KFD3FL4JTANOD7ECEIZ2MA7HLKIXDA,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_3.pdf,20090410050850,application/pdf,200,6ZGTJUHUS7SEVG3SJCHW4IO5MS4IES22,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in:80/acts_rules/coi_english/Part_4.pdf,20080922062511,application/pdf,200,ZI7UMSNSCDSD2GZXWHVY7PYCZ2DL5VKU,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_4.pdfGovernment,20230311081104,text/html,404,AS23RBWCBWELK7XKNWH7RATCJJFMDZI5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_4a.pdf,20090410050733,application/pdf,200,PIGISQ2ZZKSLNXPGB4L3UHP4RJFUPZ7A,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_5.pdf,20090410050957,application/pdf,200,WLGS7EXTQDZVGWPGEZIWOZ2YW6G6CHFB,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_6.pdf,20090410051317,application/pdf,200,GRNKRT2B3MFJO3MBOG3JHUARYQXNBQ6F,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_7.pdf,20090410051422,application/pdf,200,N6A27YXDOAO47RAC3BUMYX5QIZ2RT7VV,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_8.pdf,20090410050748,application/pdf,200,LAYC7E77I7XW7YUGYWV6LLI4JE2RPAAH,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_9.pdf,20090410050938,application/pdf,200,M4P3YDVYHNHQRS64ZVR4LH4MCYYSJB3R,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Part_9a.pdf,20090410050642,application/pdf,200,7FXUKEPP4CCUZRQNFCA6WJXFYBJTLPDQ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Preamble.pdf,20090410051226,application/pdf,200,Y2O4U2TTPXB5GTYQO2WPR4ZC5YVYUE6G,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_1.pdf,20090410051103,application/pdf,200,IEWSBY7PCBEYNHQQHJCFFALGP2O4GV7K,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_10.pdf,20090410051305,application/pdf,200,Q7OVJ3N4DNPBT3O7BZ2QIEJYXP7WE2VL,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_11.pdf,20090410051432,application/pdf,200,2QKEB2H3XKG4UH7XDP4APG5NHSH4QTTA,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_12.pdf,20090410050927,application/pdf,200,SYFH2RI6PX6JTSJ4EJE6ELDJL2F7N2IE,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_2.pdf,20090410051255,application/pdf,200,KBLGGDDVHPO6PZ3A4K32OI62E6PFM65N,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_3.pdf,20090410051026,application/pdf,200,I5X4AQ4DBESIIPYRLO6MEEGV7Z2N52LT,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_4.pdf,20090410050947,application/pdf,200,F5LOR5FLXWEAPXH5TOF4CZWBGXGF7OET,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_5.pdf,20090410051134,application/pdf,200,3FOP3E454EHONBJCJDUSMCU5WP77KUDJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_6.pdf,20090410051013,application/pdf,200,C7TTPUFW22Y3WMLVACQD3KWTILOFXLDF,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_7.pdf,20090410050702,application/pdf,200,MIY2RXCBNEPCSU4ECIA7ISWAMRU5AGA6,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_8.pdf,20090410050726,application/pdf,200,CK2BEJBVOM2SLG3W5VVQ4J66LRORAICR,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_english/Schedules_9.pdf,20090410051346,application/pdf,200,JFTX3NQMWPGX25MZIBDRLUZ3ZXZCRCFV,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/APPENDIX-I.pdf,20090410045241,application/pdf,200,J4BF7X275QIKEWC43N6PCZUSGO3HKUZJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/APPENDIX-II.pdf,20090410050430,application/pdf,200,LTWKSVIXS2WYAXNZTMPMOY62BTI52FBH,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/APPENDIX-III.pdf,20090410050349,application/pdf,200,4FDR3DJJINVEGJBU6SWNZYEX4PBDGSLS,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/APPENDIX-IV.pdf,20090410050304,application/pdf,200,NF7CKBCG3TKZG7IG2RBXXVKFFJJWU3CQ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/APPENDIX-V.pdf,20090410044649,application/pdf,200,IQZDMFUBNZPPAKTKA5XSTZ6SVHKK3B5D,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/Index.pdf,20090410044839,application/pdf,200,DSNBUAV72AR4SKRWJE5QOODO4FHEGBDJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/part1.pdf,20090410045406,application/pdf,200,34VMFAZJNNT3WIYHVF46NAQH7GNU67YY,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/partII.pdf,20090410044457,application/pdf,200,VKLUYEERVJYNIZOU476GCK4Z3UQIRU42,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/partIII.pdf,20090410045655,application/pdf,200,V6WEGGQ3VIXV3JACBQIZ7GQLBASL4CJW,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartIV.pdf,20090410044800,application/pdf,200,4IMPX5ZRR4XKY2RC2L6JNNVQVWC2YNWI,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartIVA.pdf,20090410050214,application/pdf,200,6JEAMQPNTJ7OQLWRD5P632CLZG3DKYDY,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTIX.pdf,20090410044331,application/pdf,200,HXEKKCUO3SP4TC6RHN7XOQZD7Z73BKIQ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTIXA.pdf,20090410045806,application/pdf,200,DIBKCXJSSLBJPU5Z5K6IBESRPHFYZPG7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartV.pdf,20090410045506,application/pdf,200,6LGG64IHJ45E5GUJZPNV7M6F7YX2E7GE,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartVI.pdf,20090410045605,application/pdf,200,JQSYUNDKW22BMXIAPQHFICMUD2IWDSS7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartVII.pdf,20090410044513,application/pdf,200,QSIMEOS75FZ2GXBVDJWIUCISB3XEF2QC,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PartVIII.pdf,20090410045344,application/pdf,200,ZISY3PWP2NDOUEZL5VTSGNZMLE3U76MJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTX.pdf,20090410044820,application/pdf,200,6MBW2UFQ4PWEZF4RW34QZE2JGBZR5ZUO,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXI.pdf,20090410044431,application/pdf,200,UV65URTR5U6OPO7G55C3XFTARCSHGGB6,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXII.pdf,20090410045424,application/pdf,200,6QXTBUBBDANKSO5W4CUGAFIPVUYFWCPC,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXIII.pdf,20090410050056,application/pdf,200,C3YCR4DCW2JHJ4CPX3SGFJB56TYQZNFN,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXIV.pdf,20090410045742,application/pdf,200,ASLMUPM46RKQAOBRT7EVGNEMQHQL6Y3C,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXIVA.pdf,20090410045228,application/pdf,200,5MNZ6C7IMHO7K3WH2QMPX2WAKMZYGFAP,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXIX.pdf,20090410050151,application/pdf,200,27ZFMNUFHKJ6J4PFUU5A7ODHB2M5YBA3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXV.pdf,20090410044631,application/pdf,200,2Z35V64WB4QXI7HGRQNTQYB365K5PX5Q,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXVI.pdf,20090410050317,application/pdf,200,BY2FOIK6AZLMKOLPXSZ4QNA74WMS2RD2,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXVII.pdf,20090410044352,application/pdf,200,EFCEZCRCKZFHKWOPE4Z3PRG5I2CJTRKB,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXVIII.pdf,20090410045320,application/pdf,200,HA4VNGJVEPCPOCAJ26S655LFY3W4H3D2,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXX.pdf,20090410050038,application/pdf,200,XOGFGRLX65L5UUBMR2QTFBZJQNRDGN23,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXXI.pdf,20090410045951,application/pdf,200,MYI6ST5Y32M2EUTYZP5NSOJFW32MLCJ2,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/PARTXXII.pdf,20090410044416,application/pdf,200,GMIBWK65YR77WPUUEPONNSCNLAMBDS7U,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/preamble.pdf,20090410044321,application/pdf,200,F74MI4BGVC7XFLUGB54X4F7SO5ODWJDH,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/Schedule_EIGHTH.pdf,20090410044555,application/pdf,200,IRAA4VAQODLGR7W6RBOPHBX6G3SMDW3G,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/Schedule_ELEVENTH.pdf,20090410050508,application/pdf,200,3DNROTAJZIZHULCRGXA7VTPPESUA7SF4,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
http://sec.up.nic.in/acts_rules/coi_hindi/Schedule_FIFTH.pdf,20090410050406,application/pdf,200,7OW2ETMUJUZMRXE3MF7XG4BA2JDF2EWO,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,true,false,not_reviewed
