original,timestamp,mimetype,statuscode,digest,retrieval_source,query_scope,pdf_candidate,election_url_candidate,content_review_status
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=FzhtQRDGtSU=,20170821152814,text/html,200,RWUIJGXG5FCV4M4TJM6BB2NFRSST7IJB,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=G2CilZYvXdo=,20170821152819,text/html,200,OGBLLAIIU4J4ZTKGMMPPTNKOQPWIAGLS,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=gh9e9lukP0E=,20170821155147,text/html,200,WD6IKYSDHCNZIH6VQDZYWABWNJHKQPRN,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=hroLtm5KYHA=,20170821155155,text/html,200,SCLFP3LTPGL64ZQ7MNJ4IRD55CJ3SB6D,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=HSMVzDK1d1I=,20170821152825,text/html,200,E5W6SQZPXWLBBBWGNEIJSLY3FPRS3DSX,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=I3JyRKadE8w=,20170821155109,text/html,200,KO6JPAZJWD2PX7C5H7TZNASDKP2JB5OB,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=I8U5RxIEV+Y=,20170821155114,text/html,200,WRFJ3XXY7IUHWT6AGEU2MRB6WR5HIBK5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=In6EP/AKxcU=,20170821153032,text/html,200,R4HSYNO35IM7EAOE4K5HZOSTYZLEK62L,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=j0RVCZ7x2cc=,20170821153329,text/html,200,YQR5ACITDG3W7G2D7YXQA3L252E5KAM6,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=J9MtTZ0cpQY=,20170821153037,text/html,200,BIZA2ZFAOTQ2TOWK5H3BSJ6RDDKCGAP5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=JE2R5R51GgY=,20170821153042,text/html,200,KXSZOUXHRENQ2PFSFBLAQAIZLJKIYMIN,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=JUTCfMU5IYQ=,20170821155118,text/html,200,HIKPQHDJY2A56UZBBMDMBO74UI3YQEJ3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=K6f8kAThTGs=,20170821153248,text/html,200,2PQ4J53DTJNYFBVED34YMCEW5Q6YQLUJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=KL14JRocw4Y=,20170821152830,text/html,200,N3RXXLHCA2T6SJORAWOOHB5GLDQSI674,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=MXG/soIalb0=,20170821153253,text/html,200,B35GZAHRI2QOBZAOHRWSA26Q7LFFLY3D,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=N+LZyU1gCYE=,20170821155124,text/html,200,WWA7JZBPB6TJMQNP3XKEKP5TGISRYDLD,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=paJKHLcp1H0=,20170821153118,text/html,200,TMRQ2P7CZ2NFKTRWJXZY7NPKSUUTKYIK,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=plJyPO9OS1U=,20170821152900,text/html,200,4R26DBMDKLCC7ZAKJIIYXZAYTIJ5J77H,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=ptepE23/gbk=,20170821153333,text/html,200,BJHFZ6C2JLJN2TSOWEEF7XUNJFHQ2LPS,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=qlnEecJspoo=,20170821153123,text/html,200,4HBV2EEPAHVA767MLS5ZPSFJ55CCGAI5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=R68gIhGQICU=,20170821155132,text/html,200,KRTKKKYQ5HHQRNYH76QCGOX5JY2HKTY7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=s0RXa7ejWlU=,20170821153128,text/html,200,VELIKWUH4ZTVKLAFNGU5742JBWKKKZ6R,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=sDzxUKQK8Ns=,20170821153339,text/html,200,7LB5DPAZBLN2ANMLIKTV6D6PQXWWP4SY,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=seu0GZtIUu4=,20170821152905,text/html,200,7ETBFGV444IEZB3QS6KIBU4QALLMGHZF,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=shsCMyzpFPc=,20170821155214,text/html,200,VZNTM2NI2W6SJLB5MRRWFFTANOVFIUZW,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=suDXoMeAJgU=,20170821152910,text/html,200,CASWF3WHFO55H7HBJK25ONO5EN3FG5KS,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=t6h29E405Fc=,20170821155222,text/html,200,Y5D5EIVOFYU7YKAJJWSIKNUOAWVVAAR7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=TotKNXlI4fg=,20170821152835,text/html,200,BFDRIYTCRJ5ZCKL35HZKLX6KB3MDFHAY,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=TXz8SxtwiRI=,20170821153258,text/html,200,NBXTVD6TLMFMNVENNNFZCYKUB33LBNQ3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=uZ/usLfsum4=,20170821155048,text/html,200,DPXWPZCTCF7GBUN47OGG6KTGINTGBRZT,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=v/iigWwtI48=,20170821153133,text/html,200,IQF5XGLFW5RXBFLSKEPBPW72RMCPWKSH,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=vbfyu50BbVs=,20170821153138,text/html,200,AJETU2HIHVGI3SHV4G5SGUXAKZYXR4LR,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=vfKdnfitr8I=,20170821155320,text/html,200,GK6QP4MOCW6DBB27LHHHASXNNCERLN3G,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=WdH//8Yu6Cw=,20170821153303,text/html,200,DZNWJZTSNLZX4JZZO47UM363VXLN2YV5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in/ElecLive/NominationStatsZYC.aspx?DistId=WdH/8Yu6Cw=,20190721211436,text/html,200,UZFIR4UDKWTEWOA6IC4PYO64UWMC47VO,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=WPw6nuEGwPk=,20170821152840,text/html,200,3XIB6DYHGMRT5CHEWXN3PJ7S5CGQUAK3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=wU2SkDqAR5o=,20170821153143,text/html,200,QOLLHIO3RZSCAR7UZDJZRLOSTBNSEBHH,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=xA7Axe4bmDQ=,20170821153148,text/html,200,2FWNN75NO3ENBD5YZGC4ZM6FTEQZN5SF,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=XT+BdO0wBBo=,20170821153308,text/html,200,FMTTMQ4Y7SR2ACSLKC56DSCGAOQR62AS,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=XyyShG1xmGo=,20170821153047,text/html,200,6LAZTCXOXAZJLTSGFDZPKVZBOKDWEN5F,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=YhV1UBqVx80=,20170821152845,text/html,200,M35P7IWLDVPFEWZBSVRC3V4I4LGVV6AU,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=Ylz2uJr4J84=,20170821153313,text/html,200,5SUHH75BVJNJZDF2SRNPK5RJ2VEI4IA5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=yynzut1K4lo=,20170821152915,text/html,200,NKXCOPRXPYG2NXXMYKNJO7HCQQUUCHII,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYC.aspx?DistId=Zq+1ET/1+08=,20170821153052,text/html,200,FCCJWRJ7GKAYJ5YZJKAPEXXYOO3F3BE7,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominationStatsZYCULBResult.aspx,20181214091907,text/html,200,OTGBWP67SMLOQHVR5G2V75BIDOVVEFGM,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/NominatStatsGPWise.aspx?,20151122204753,text/html,200,RBHOFHOXKVGJ53N5EZOR2IVPWGDI4EUJ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/notifications.aspx,20150924213432,text/html,404,SESWHZ6IWA4L5F7NUWBUBOWZUBYR4CRD,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/organizationchart.aspx,20150924220114,text/html,404,OF6UOSJYUHMGRPW2HI6ELEUZYLL3HD6R,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/party.aspx,20150924213437,text/html,404,HRFTMHLEJ4UBXJGCEATNHADC5Y6OFQ26,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/eleclive/PartyWiseCandidateList.aspx,20171205133336,text/html,200,F75XFYKR3O3E2POAGXHDTTWMS3EORAIF,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/eleclive/PartyWiseVoting.aspx,20171207220113,text/html,200,PWZQDDVZXULBVEESTGC5S6VPNH4RTZOP,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/eleclive/PoliticalPartyResult.aspx,20171204020927,text/html,200,XYMVPBJN2UKPH23ZYVYYHAKMUPPDPLZ2,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/PradhaniPollChart.aspx,20151204005532,text/html,200,NFYEJLWMACJDD2HZSPMRIR6MFIHOX332,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/press_release.aspx,20150924220119,text/html,404,73Z4S2G5PSHDVJGPY34UXXWJA5NJXC2D,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/PriElectionWinnerChart.aspx,20160308125803,text/html,200,QWUNJNQPOAHHTTVZ42MAP5ZTVORZMY66,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/PRIVoterSearch.aspx,20150924220022,text/html,404,KJB5FQYIEYUGWQDWXG5N4PDXFSNOCFEA,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/PRIVoterSearch2015.aspx,20150924220028,text/html,404,BDJCYAWCUUDHULUT6EVW7LI6D663MWBU,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/publication.aspx,20150924220124,text/html,404,OF5EQ3AYX7YMEFTDOCQO3ID4C2N7SK6Q,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,false,not_reviewed
http://sec.up.nic.in:80/ElecLive/reservation.aspx,20150924220129,text/html,404,SSXGHTYSNYYMULSIPD2UORAO6QB5KGXG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/eleclive/result,20151216193533,text/html,404,AS23RBWCBWELK7XKNWH7RATCJJFMDZI5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/eleclive/ResultDashboard.aspx,20171204020931,text/html,200,5GM2CJZVXTNOYD2VY3LY4QJZWQRWMWLN,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/resultsearch.aspx,20151103230926,text/html,200,BWZ4ZL3WA6L7RHCIKBZ4DB3PODIR62B5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/resultsearch.aspx%202017,20171121014748,text/html,404,AS23RBWCBWELK7XKNWH7RATCJJFMDZI5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in/ElecLive/resultsearch.aspx/images/logo.png,20180106073716,text/html,200,CQKGLYLDC7ZFGEJBZAPPHPQ2ROGBTOYV,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
https://sec.up.nic.in/ElecLive/resultsearch.aspx/images/qrlogo.png,20250225152514,text/html,200,SCCNQ5ENCKCM7FY3ORZCLLIJMB4JSKM4,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchOnGPWard.aspx?,20151215213641,text/html,302,DGJBOVNOAUOHFDSTWKWQFYES2XH7R3H4,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchOnGPWardByeElection.aspx?,20160228072835,text/html,302,DGJBOVNOAUOHFDSTWKWQFYES2XH7R3H4,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchOnVacancy.aspx?,20151103230903,text/html,302,PYNIWDALZFL7REOB6RQ5IKGPDNNIWHEG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in/ElecLive/ResultSearchOnVacancy.aspx?VacancyId=AShYD2LxrLw=&PostId=v/iigWwtI48=&DistId=G2CilZYvXdo,20160809044817,text/html,302,PYNIWDALZFL7REOB6RQ5IKGPDNNIWHEG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
https://sec.up.nic.in/ElecLive/ResultSearchOnVacancy.aspx?VacancyId=AShYD2LxrLw=&PostId=v/iigWwtI48=&DistId=G2CilZYvXdo=,20251203062245,text/html,200,CZLPBO2FGXW3ZYIXP3BUQXOYGMSIIJUQ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in/ElecLive/ResultSearchOnVacancy.aspx?VacancyId=ruMGug35nvE=&PostId=v/iigWwtI48=&DistId=I3JyRKadE8w,20160301114826,text/html,302,PYNIWDALZFL7REOB6RQ5IKGPDNNIWHEG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in/ElecLive/ResultSearchOnVacancy.aspx?VacancyId=ruMGug35nvE=&PostId=v/iigWwtI48=&DistId=I3JyRKadE8w=,20190721213114,text/html,200,OMKFB5USP7TYSWOARADYPCB5V6O4CE56,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in/ElecLive/ResultSearchOnVacancy.aspx?VacancyId=rqkq8B1QO64=&PostId=v/iigWwtI48=&DistId=Ylz2uJr4J84=,20201125230128,text/html,200,FJNLQSXWRHHOKOBPXI3UT4Z3AFQRU5X5,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?,20160109170052,text/html,302,4VV4FPM37TKY52WRMAU6JFDBFTPOQ6QM,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=mxu9uIDSRmg=&PostId=DfaVTelrq3g=&DistId=17QFNsI7rhA=,20161026183658,text/html,200,D5VO4ZTFITYOAWVFXOFTFDRLAD6YNOFG,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=Vbs1MmWGL8g=&PostId=DfaVTelrq3g=&DistId=240l+p8uDP4=,20161026185020,text/html,200,32KTWLROUKJQZ4KKEXVNVGRKLCCPGWE3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=2T/rOC754Bs=&PostId=DfaVTelrq3g=&DistId=39v87rXuS8E=,20161026182615,text/html,200,TAA2M4JHD7U5FPEXZWJ7XN3DCFNDVHPP,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=gS3QfDF4y2o=&PostId=DfaVTelrq3g=&DistId=42JGUtTc5Rc=,20161026183653,text/html,200,3MOWYTASG5NOQ5FP2KOTIEMEEDTATXP3,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=d6fGV0EEBaY=&PostId=DfaVTelrq3g=&DistId=4rxuuIhDGEA=,20161026184858,text/html,200,6CEXL4XDGEHS53K5RBQDFSIUYTZILSCZ,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
http://sec.up.nic.in:80/ElecLive/ResultSearchZP.aspx?VacancyId=dlLVPlBVFxk=&PostId=DfaVTelrq3g=&DistId=50tQJf9nSaI=,20161026184059,text/html,200,JIW5D773JYZZAMRLTZ465FIBEAKG2WEL,data/discovery/2026-09-10/archive_coverage/raw/6942fb48bec4f5e881b4_990d05df41bc.json,domain_urlkey_inventory_not_all_captures,false,true,not_reviewed
