original,timestamp,mimetype,statuscode,digest,district,host,response_path,response_sha256,pdf_candidate,election_url_candidate,url_year_hints,election_year_verified,priority_score,content_review_status,triage_basis
https://azamgarh.nic.in/notice/e-tender-notice-zila-panchayt-azamgarh-2/,20200930014537,text/html,200,SJLFNZSYZBHYHCXMVL5NUTKLNVO4Q2MY,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-notice-zila-panchayt-azamgarh/,20200928050324,text/html,200,DPCDWFCR6E4KL7K4L2KTHHXBRNHRUAJH,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-short-term-notice-zila-panchayat-azamgarh-2/,20220123030437,text/html,200,DZD5WTRGFPX4ZVDAS44VDWHEU2ZME5WX,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-short-term-notice-zila-panchayat-azamgarh-3/,20220123021851,text/html,200,SXT2TNAS76R2XFQGY6LRCWVVMXXFXFYV,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-short-term-notice-zila-panchayat-azamgarh/,20220123035042,text/html,200,7OFGOKJYYZ6VRV7HOKSKBIGCGAWOBFFH,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-zila-panchayat-azamgarh-2/,20201125171828,text/html,200,DS5HT7V4LMYQQC5M3AQ67ZIK2MASRNHF,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-zila-panchayat-azamgarh-3/,20201125161705,text/html,200,6M65AYD6MXNCXO7JNJ3AOU7OQNSHIZLL,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/e-tender-zila-panchayat-azamgarh/,20210303120450,text/html,200,RMGCO4AATWMWWDRNZWYUDEFCCGIABLY4,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/list-of-birth-death-registrar-chc-phc-nagar-palika-parishad-nagar-panchayat-block-wise-azamgarh/,20230327134550,text/html,200,72N55JJSKYAFXQKFAERNSASGO2KTLAOK,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/notice-of-amount-spent-on-cleanliness-from-finance-commission-in-gram-panchayat/,20201028233301,text/html,200,TB64KOG4NJPCPNOFPOK73LWUQB2YZPO7,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/recruitment-under-pradhan-mantri-matru-vandana-yojnapmmvy-2019/,20190822042855,text/html,200,YPDFCRQ3OXMZT26K3YDZIJDO6KN7VI2N,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,2019,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-e-tender-notice-zila-panchayt-azamgarh/,20200930033932,text/html,200,PH5BPKSHY4YPWUC6NTCTJZ2F5I6H7UJA,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-e-tender-of-zila-panchayat-azamgarh/,20200928061541,text/html,200,RIA3AIQOML3WLYDMSWYDQ6FFTDMVRXZB,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-e-tender-zila-panchayat-azamgarh/,20200927072744,text/html,200,6OLWQUHP5GFKEB6E7Y2NDR3RPUUAJPGH,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-notice-e-tender-zila-panchayat-azamgarh-2/,20200814024352,text/html,200,QQYLGPTOIYQCLBRAH33HPF35HEKFMGEB,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-notice-e-tender-zila-panchayat-azamgarh-3/,20200927063005,text/html,200,TDL43WO365YYKPHQNPL3RFSKYUFZDLDV,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/short-term-notice-e-tender-zila-panchayat-azamgarh/,20201125155143,text/html,200,7LYRXW26M6WS2JYYKLBMYUHRJJLX5BHO,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-corrigendum-2/,20190716144302,text/html,200,SV3BNM63C6M666CMWGDE3LFRK7ZARHTT,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-corrigendum-3/,20200928055918,text/html,200,RJJYDETVSD76M35C64XIO633UYU37BZE,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-corrigendum-4/,20200928060829,text/html,200,WAK36AEYJXXNPZJBY6DCEDJEKGO6OPC4,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-corrigendum/,20200930034740,text/html,200,COQHSVCY7QHCCUU7PRTKWPIGOYEDMS5Y,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-tender-2/,20200927080829,text/html,200,BCD4N6BDY43LXK4TJXRKLMKG4FPXFHMZ,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-tender-3/,20200928042914,text/html,200,SKMBF642GY7INLWMSN6WMQE3JR3T4QLS,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-tender-4/,20200928044420,text/html,200,N2XNILYNZMM7A4TJCRBM3V4XCZK253N4,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/notice/zila-panchayat-tender/,20200928051810,text/html,200,B5J6OSZVIS2BOXHKDRXOXGQM4Y35B6QD,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-atrauliya/,20200923221212,text/html,200,FCQLLVLA4YIHRPEFWKQB2IBK2QTZ5NDV,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-azamatgarh/,20200923230924,text/html,200,EELZGBINBVCCJTULZ5EGFAUTFIVS6VKS,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-bilariyaganj/,20200923230251,text/html,200,7KO4FCIIE6YSDMZONWXVCU7FI3WZB3WJ,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-budhanpur/,20200930040748,text/html,200,BERPMY4YLRWQEXP7M5CNPG5DVSG3KVJV,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-jahanaganj/,20200928045502,text/html,200,5RO6JZGSPTBQ664N276IIHRM7SR5XFY4,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-jiyanpur/,20200923225851,text/html,200,LSQDMN6TB3OGLJ7BDZD6EG35HVQ6BRPA,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-katghar-lalganj/,20200923233936,text/html,200,ESHPRU4U4QXEKRRPJLP6HT34CWLLQANV,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-maharajganj/,20201125160923,text/html,200,JIGFH7FWKWKDAIZX4KF4MN2XDYYQIPBU,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-mahul/,20200923234415,text/html,200,OAI7ZUCNJFGBSWTHSCC3IEZBN4ZIUTM2,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-mehnagar/,20201125160218,text/html,200,4FN4VQZ35TZ3VS3ULN3ASQQ7D6KE3RJ3,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-nizamabad/,20200928053538,text/html,200,JGO56JM4JDT5KHVWFWN6DZNJXIHIFZKR,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-phoolpur/,20200930040133,text/html,200,GUZBQFPOMDEH4IKSC3SGDOFG7NOJP5TB,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/public-utility/nagar-panchayat-saraimeer/,20200930020553,text/html,200,DVAKBZQGU6DIYPN3CSG2A2X52POXD2AS,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
https://azamgarh.nic.in/village-panchayats/,20190716141535,text/html,200,ESUUPZPQQYNJLKQW2WVE5DIJ2CQT2X3S,Azamgarh,azamgarh.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/0d21845892f3d382222c_313427eccefc.json,313427eccefc7b83d10f75c4a48e18f0fc627d819cfc2edced30c3bb5af16adf,False,True,,,20,not_reviewed,panchayat_in_url
http://bagpat.nic.in:80/grampanchayat_dec2013.xls,20131228054849,application/vnd.ms-excel,200,LNELXXHFTFMZHFG6K3YVHDRKCUQQBGUL,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,2013,,20,not_reviewed,panchayat_in_url
http://www.bagpat.nic.in:80/DISTRICT%20PANCHAYAT%20RAJ%20COMPONENT.htm,20031218112537,text/html,200,W2JRQVWV45NPRBBEWEMI7D4PSUE2FZLP,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/department/panchayati-department/,20220521160406,text/html,200,4K6QEGIYRGTIIFUTXVRFUFQB3XCNRDVM,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%A6%E0%A5%8D%E0%A4%B5-5/,20260204160511,text/html,200,MBSP23MZV5KBRIOQFJIT6ZTCBHR2CKME,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-11/,20190723175614,text/html,200,TANDZPZRHFJMBF5PJGTODZCAOWUY5XWW,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-12/,20190723181904,text/html,200,JDCUTAXARGBWFM2MWAA6QCTUVMQJSMMV,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-35/,20231003074329,text/html,200,K7ZIVZ5DQ3LUHN26XCSTGEZL3XG5IR5W,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-48/,20231204025959,text/html,200,UNCBIYEX72Y5TOT6YDNZ3F65MYUDBWY4,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-57/,20240804043807,text/html,200,UX4TZRGLQOE3OIUJ4NCEXFAP7QW3MFU5,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-60/,20250325095033,text/html,200,6VDWPSR6R5EP6GCNAWFPFUJQ2IFK3QWN,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-64/,20241010051717,text/html,200,I76W5FT2EBUQFGXQWSZTR5LHEL5X7SAA,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-67/,20251214042042,text/html,200,OZYRTLCOU4I73KRZ3BQBRW76UM53WSRM,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-69/,20260125064954,text/html,200,CVJMCRVIOYM3J4YAFH3I4VTOX27LL3GR,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-70/,20250325100348,text/html,200,JUPN3UTLPSO6ZESHOFEGX4C57VT4C4FP,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
https://bagpat.nic.in/hi/notice/%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF-%E0%A4%9C%E0%A4%BF%E0%A4%B2%E0%A4%BE-%E0%A4%AA%E0%A4%82%E0%A4%9A%E0%A4%BE%E0%A4%AF%E0%A4%A4-%E0%A4%AC%E0%A4%BE%E0%A4%97-71/,20250325080708,text/html,200,WKZ7DZCXDGZSKNZL7OOV4W62R5QPULM6,Baghpat,bagpat.nic.in,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/5c22f57ec51089df96dd_63462b8338cb.json,63462b8338cbca764d53ca244052e2ef884276a55fb8887a73ef1882bf96230f,False,True,,,20,not_reviewed,panchayat_in_url
