0
""
हरिभानपुर
मझावन
गंवा
अर्विंद कुमार
भरकोर्स
मसुरिया
रवि प्रसाद गौड़
पटखौली नानकार
कैथवलिया
मझवा खास
राउतपार
चौथ
"वमनौलिया
धनाड़ी"
मुहम्मदपुर फेटी
वछेली दारा नगर
औरा चौरी
शिवपुर करमहवा
चन्दैया
अहमदाबाद
जाविदअली
भितरी
कल्यानपुर ता. करेली
सुअडडा
रामपुरपैडा
मौनभरिया
पुरमईसुलतानपुर
गुनावरकमंगरपुर
नगला भजुआ
देवरख
बरई
चेवार पश्चिम
कपासी
"पिछड़ी जाति महिला - शकुन्तला
अनारक्षित संजय कुमार
अनुसूचित जाति सुखपाल"
रारी
"अनुसूचित जाति जयराम
पिछड़ी जाति शीतला प्रसाद
अनारक्षित संजयकुमार"
बनपुरवा सरायपीथा
केवली
" महुलिया पोयल
 भीटी दूबे"
सैतुआ
सुनगढ़ी
मकोइया
मालपुर मलपुरा
मिठनपुर महेश
भोपलापुर
सोहरामऊ
आ O जजमन जोत
कटिया कम्मू
शिवदशाँ
"रमेशचन्द्र
जाति आरिफ"
बिलार
बच्छाँव
भुसना
सराय कदीम
बरवा जंगल
रामकुअर पुत्र फूलचन्द्र
खबरिया घाट
जौली
चिल्ली
कहुवा
दतावली
शिवपाल
रूदौली
रामचौरा
बौजलपुर
भौतीप्रतापपुर
कस्बा हथगाम
कोला
"सरायरांघव
भैलामऊ"
दौताना
पोकरगढ़ी
नगरिया खुर्द
तेन्दुआ कलॉ
"गुलजार अहमद
महिला रूपरानी"
बहादरपुर राजपूत
जनाड़ी
वन्थरा
सुबाव कलां
मैलहन
रवीन्दर सिंह यादव
हरौनी
कोहला
जरैनी
कौसमा मुसलमीन
वलेली
औराही
मितौलिया
डुमरैला
भवनियापुर रामगढी
ओसियां
चकही
मुतिहासा
बरही एदिलपुर
झंगहा
सनेकपुर
लावाखेड़ा तालिब हुसैन
तिसौरा
सुरवत
चंदरौला
नगलास्वरूप
भरसड़
मौलिया
नाहरपट्टी
डडिया भिसौड़ी
नगली कनौर
"विमला
मुनिया"
धमैडा कीरत
भड़रा उमरगंज
मड़रिया
पुरैना अब्दुल रहमानपुर
बासपार कोठी
अकोल्हिया
सेन पश्चिमपारा
"राधा
आविद अली"
