0
""
माछा
बरेन्दा
शिवगढ़ खुर्द
वन्थरा उर्फ नगला
बंसरामऊ
सुरातीदेवी
चवरा
मैगलपुरा बरतर्रा
सैजनी
पराैंख
छयादेवी
रीता देवी पत्नी गोविन्द्र
अरारा
बन्दीपट्टी
अहमद नफीस
"कुमारी
अनिल कुमार"
अलियारपुर
समोखपुर
होसनाकी देवी
दुर्गपुर जरीफनगर
रामजियावान
महासिंहपुर
गीता देवी पत्नी सिपाही
जयराजी देवी
उमरारी
बहादुर सिह पाल
विशुनपुरा मु0 हुस्सेपुर कोठिया
असालतपुर फारूखनग
किशोरपुर ए0
मानचन्द
पटना अहियाई
कुरिसा
जोपा
अहमदपुर कला
भरतगढ़
वरीभान सिहं
 लुघौली
बकैनिया पकडी
 कौण्डर
TRY
मुर्की खुर्द
गड़हियाबसन्तपुर
मलिकपुरा
टाण्डा खुलासा
यशपाल गंगवार
देवी दसाल
ममता देवी उर्फ़ मेमता देवी
बस्ती
पट्टीदहेली अनारक्षित
बेलपोखरी
मो ० सफीक
सुधा साक्य
चिलौला
हौसिल्या देवी
ऊनखास
महुऑव कलां
फजलाबाद परमानन्दपुर
 कौशलपुर पुर मंगला
भदेहना
गेगुआर
भवानीपुर खुर्द
गूदी
वीरकेश्वर सिंह
अकबरपुर / बच्चीखेड़ा
नरपतनगर
हरि देवी
चकचमैनिया
गोडसर सरपत्ती
सचौली
विरूरा
मोहिददीनपुर
बढ़ा
रायपुर टोडी
रावटी
गिरिवर यादव
घरबरा
सुल्तानपुर तुलसीपुर
हरिओम प्रसाद
दादूपुर खुर्द
बढपुरा शुमाली
अमईपुर सडा
बैतौली
बम्हरौलिया
मुण्डाली
कुतुबपुर - अमरपुर
सिपाहमहेरी
सहरोई सिकटिहा
बड़ौराख्वाजापुर
सैदपुर कुर्मिैयान
हामिद नगर
धनौती राय
नौरंगा
अल्लीपुर नौरसपुर
नागन्दा
संजय चौबे
भिटारी
रियोना कला
गुल्फान
कल्यानमल
छतागुर
गोतौना
जासू
हन्सा
जितन पुत्र सोमाख
कुमरियाजुबला
नगलिया जाहर
घाटलहचूरा
रफिकुननिशा
राजमोहम्मद
भिस्कुरी
रायपुर खादर
चिततरपुर नवदिया
जालबपुर गुदड
बढै़या
बहोरनपुर स्यौण्डारा
सराय बघौली
धौहल बुजुर्ग
हादीपुर कलां
कपिला
रवीन्द्र मौर्य
सीहामऊ
गढवा उ0
ऊसरी खुर्द
लीलापुर खुरद
बरनाहल
जितेन्द्र गिरी
सालिनि सिंह
खिरिया मुकुंद
कनासी
तेन्दुवार उर्फ कटघर संजर
"शीतला प्रसाद
सोनावती"
विरारी
भरसड़ा
ऊंटगिर
चकबरबोझी
जिरौली धूमसिंह
बुधनी देवी
पकका कोट
सोनवर्षा
बरगवॉ
जं ० सखनी
कोतवालपुर
किरहॉ
जाति राकेश
उजरामोहांव
पटौहा गानेपुर
हरिविनोद
मोजरी
समोगरा
सतैड़ा एतमाली
खौपुरा
खैरहनी
घुनसी
विश्रराम
सेखनापुर
मोरमखदुमपुर
ईसीपुर
जावियाउर्फ़ इशरत जहाँ
शकुंतल प्रसाद
सिउरी प्रेमरजा
सरिता शर्मा
विजयपुर द ० पट्टी
सरीकुन्निशां
अकन्छिका
पुष्पेन्द्र बाबू
पिपराकाजी
मंगलदास
पीपलीउमरपुर
सालाबाद
सावंतखेडी
औरंगनगर रार्धना
दौलतपुरमहमूदपुर
भेलावां
भीमपुरा न01
अनन्त प्रकाश यादव
मनापुर उरफ वगईकला
ओंकार सिंहं
सरकण्ड खेड़ा
जखैता
गांगनौली
इंतेजार हुसैन
राजेन्द्र प्रसाद पुत्र रामद
परासीकला
वछेली दारा नगर
खांवा पोखर
तौहीद आलम
सिकन्दरपुर
रामपुर घोरिया
हरदी डाली
गाँधी प्रसाद
अताउर्रमाना
फतेहचन्दपुर
मथुरा उरफ पारनडीह
सेलापुर
मई रजऊ
द्रोपतीदेवी
अस्ती
मारूखरगकला
कल्याणपुर बैंती
खितौसा
खानापुर
जहानपुरकोड़र
गूडी
बिरईपुरभटपुरा
मोहित राजभर
छिरहुटा
चेनुआ मेहरई
रामनगर भोजपुर
चक अजीज उरफ बीरापुर
कोल पाण्डेय
मुहम्मदपुर चन्द्रापर
कनैला
गुरुसरन
सन्तोष पुत्र राजेश
रमैला
शिवबहाल
अम्बाई बुजुर्ग
देवरिया बुजुर्ग
कुन्डरा खुर्द
गोरडीह
बरोरा
पप्पू रावत
इमरतपुर
अहिलाद
सुकना देवी
डबरा
शफीउल रहमान वेग
लुहरगांव घाट
गोडहिया नं ० 
सेसा
बरमदेयी
भीमपुरा नं-
सिकन्दरपुर खुर्द
शकरगढ़
अलीपुरजीता
बडलिया
पौहारीछापर
योगेन्द्र कुशवाहा
हरनाथपुर मुस्तखर्जा
श्यामबहादूर पुत्र श्यामल
दभेडा कलॉं
बावनखेडी
रूचि कन्नौजिया
रामपुरबैन
कनगवां गुगउआ
मुनौब्बर
तीला
मण्‍डुवाडीह
दभी
कपूरी बढ़या
बड़ार
नन्‍ही बेगम
रामेश्वर दीक्षित
निशाकान्त मिश्रा
सिलईबडा गॉव
देवतादीन वर्मा
रावल वागर
बृजेश कुमार मिश्रा
बरवाटोला-1
पाकडपुर
कटैया भगवंती
द्वारिका पुर
अर्पिता देवी
डालमऊ
मिडौल बुजुर्ग
मानीमऊ
ह0 पुर मसूरी
मुरादपुर माती
उज्जरपार
खैरपुर जगजीवन
हथिगहा
नीतु रानी
चुहडपुर खादर
स्योंडारा
टैहरका
रेवलिया
चकचन्दा
 असालतगंज
फरसौटी
मझटेनी
हाटा खुर्द
जयपुर
विसैंधा
धनई सिंह यादव
भौखरा
हरई इस्माइलपुर
कनवाखेडा
वाजित
मांड़री
लाला जी
सेमरा महराज
खखूडा रहमापुर
भागीपुर उमराह
बहोरनपुर टप्पाहवेली
पिपरी आमद भदोही
मटसरनानकार
छित्तमपुर
मूडा बुजुर्ग
पिण्डार्थ्
बैसाडीह
कुम्हरा
बनरही जंगल
आजमबाध
सशेन्द्र बहादुर
सबरगह
इस्माइलपुर डिगन
मड़हरपुर
कुन्जलपुर
घुट्ठा
जजाथल
मिझौड़ा
अमरौली रतनपुर
हसौना जगमोहनपुर
भालेन्द्र नाथ
रसूलपुर मुज्जफरपुर
नगरिया बुजुरग
चकरार
रामपुर मुडेरी काजिम į
प्यावली ताजपुर
नाजमीन बानो
चांदपुर उदयपुर
मुन्ना उर्फ शुन्ना
मोजमा
तरौली जनूबी
जहिर
घुंघौरा
 रानापुर
कुछमुछ
 थाना शंकरद्वारी
नसीरपुरा
सूर्यमतीदेवी
गौसगंज सराय
उसरी बजुर्ग
बडका देवीगड
कोहड़ौरा
अर्शफाबाद
कामराजपुर
धरियामऊ
अशोक मिश्र
रवरिया
वाकरपुर अटायन
खड़ेसरी
महमूदा बाद ग्रन्ट
अहरौला अहमद यार खाँ
राजूपुर कलॉ
खौंदकला
यसवंत राजभर
नीलावती देवी
खरकासानी
नव्देस्वारी
भिसी मिर्जापुर
महतेपुर
अथइया
खेदन राम
राजेपुर राठौरी
शेखपुर नर्रई
