0
""
सबलपुर मु  रम्पुरा फ
 शाहपुर  सराय खजूर
तेजनारायण सिंह
अबदुलहनीफ
"अकबरपुर , दौलतपुर"
सिथरा बुजर्ग सिथरा खर्द
मुनसरिफ
अतरे
लालपूर जनौली अनुसूचित जाति
अनीता देवी सूर्यनाथ
 रोशननगर  खुशिपालगंज
प्रसाद शुक्ल
विजेन्द्र गौतम
जाति महिला उर्मिला जाति महेन्द्र
 देवकली  कैथवल
"श , तिगाई"
 मौहारी  जाफरगंज
राकेश कुमार पाण्डेय जगतनरायन
दरशन देवी
मीरादेवी महिला
सुरजन  आशाराम
 सुदनीपुर कला  देवकली
नीरा देवी  बिहारी
देवकली कंचन
मदनपाल निराशा
कुमार  राम दत्त वर्मा
मीरखाँ निशाँ
 पोहिला  महुआपार
अलावलपुर अनुसूचित जाति मित्रसेनपुर अनारक्षित
गांगी
महाबीर सिंह महिला रानी
 केसरपुर  गोरा
सपहा  दुर्जनपुर
सावित्री धर्मादेवी
अरविन्द संन्तोष
रामकिशोर आशा
जाफरपुर उर्फ बाबूगंज
औरा निस्फी
- महिला मालती देवी
तारावती तारा देवी
मगरू केशवराम
 गौरा  धौरहरा
ऊमरी
बाबू सिंह	उर्फ बाबू
 खरदेवा  बतरडेरा
पाल्लो आर्य
टण्डोला जटपुरा
माधुरी बलराम सिंह
सिहारी अनारक्षित कछगाँव अनारक्षित
अनारकली जंगी सिंह
"मलिखान सिंह ,"
 सिलवारी  सवायजपुर
 समसा  दतौली
श्या  विमला
मुण्डाला मौ  जमांपुर महिला
रामबिजयसिंह
दिलदारनगर कोड - 
राजेश सई
वि  रघुवरगंज
काशीदेवी
 रतनपुर दाबी
फकताहैदरअली फकतहैदर अली
प्रदयुम्मन कुमार
औराताल
 हरियाँव  रामपुर
चन्द्रकली महिला
रामकिशोर देवकली
रविद्री देवी
विदखुरी महिला सुखसौरा महिला
मुका  जमुही
पिछड़ी जाति महिला - शकुन्तला अनारक्षित संजय कुमार
मोहतसिमपुर महिला अकवारा अनुसूचित जाति
 पदुमराबेनीसांगो  बरौला
सराय ख्वाजे बडे
बन्टी
 बरहज  होरलापुर
 चरिगवां (
महिला गिंदिया
जहरी
  बिन्दौर  मौहारी
अनुसूचित जाति महिला - सरोजनी अनारक्षित नसीम खाँ अनारक्षित कप्तान सिंह
"महरी ,"
अबदुलपुर मुन्ना उर्फ हादरपुर
फूला देवी श्यामराजी
औराडाड़
कालीचरन मौजीराम
- रीता देवी
अनारक्षित जोगेन्द्र सिंह महिला स्नेहलता दीक्षित पिछड़ी जाति - महिला मीरापाल
जगतनरायन महिला - दोना
सिम्‍पी	सिंह
भीखापुर अनुसूचित रानोपाली अनारक्षित
जाति - महिला विमला देवी अनारक्षित राजकुमार सिंह अनारक्षित जोगेन्द्र सिंह
खनंका उचसिया
"प्रेमा देवी ,"
ज्ञानावती
  तेन्दुआकाजी  कोहरा
जयरानी ऊषा
जं बाकी टु  नं  - 
राजकुमर
 महरौड़ा  सुदनीपुर कला
 बैजनाथपुर  कोहड़ा
अच्चिदानन्द
वनियाँवथाना अनारक्षित
बनकट - 
 रामरायपुर  चौबेपुर
फल्लो
दिलली आगरा
भठवा पण्डेय
 तारापुर  सर्रोई
सुषमा  सरोजनी देवी
पन्तादेवी
. अम्बाला तिवारी
 सुरवारा  पलिया मु ० कुचेरा
सुमन रामकिशोर
 पलिया मु ० कुचेरा  मीठेगाँव
हासिमपुर उरफ बेनीपुर
 नादखेडा  भोरा पुर
भांटपार अनारक्षित बेलसड़ी अनुसूचित
 ग्रन्ट नं  उर्फ महादेव माती
अनारक्षित सोहन सिह अनुसूचित जाति बुध लाल अनारक्षित गुलशेर खाँ
सत्यवती चमेली
बृजनन्दिनी सत्येन्द्र
विन्हुकला
- महिला राजकुमारी हबीबुर रहमान
महेश वीर विक्रम
भगवत प्रसाद शर्मा
राईस खां
रामासरे  प्रेम
"कमला देवी ,"
रामलाल रामनाथ
अखिलेशसिंह
  मिर्जापुर  मेमन सादात
सुरतगढ़
 हुल्लारपुर  भावर केशवपुर
अनजुमअरा
गुलचीन अख्तर
 पाण्डेपुर  रमपुराखम्हरिया
कुमार सिंह
 गांगरानी  बरहज
चन्द्रभान राय
 नवरोजपुर बघेडी
अनुसूचित जाति जगदेयी पिछड़ी जाति विनोद कुमार पिछड़ी जाति - महिला बीना देवी
माधोपूर अनुसूचित जाति
रामचन्द्र  प्रमोद
"पतिसा ,"
फुलवा देवी सूरसती
"रूकसाना ,"
रेशममती
नेवादा फौदीपुर
जमुनही हरदोपट्टी जेठपुरवा
खुशहालपुर  भीकनपुर
कुरी खाना  छज्जुपुरा
कल्सान
हाजीपुर बी
