url,label,host,state,family,year_hint,parent_query,resume_key,depth,parent_url,heading
https://web.archive.org/cdx/search/cdx?url=kanpurnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU7MKygtyktMTyzS1C_KT0xJLi3RNzI3NDIyMDSBCYD4hibxBsbx-WnxBuZ6WQXpCkB5UwMTAyNDU0NDE0MA_JYXaA,kanpurnagar.nic.in CDX continuation,kanpurnagar.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=kanpurnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWyU7MKygtyktMTyzS1C_KT0xJLi3RNzI3NDIyMDSBCYD4hibxBsbx-WnxBuZ6WQXpCkB5UwMTAyNDU0NDE0MA_JYXaA,0,,
https://web.archive.org/cdx/search/cdx?url=kheri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyc5ILcrU1M_Jzy5LzMvULy5JLCktzsxLy9dLLC6wT87PLcjLtzUxNLVUMDIwsDQwMTQwtDAyMjEEANZcFHc,kheri.nic.in CDX continuation,kheri.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=kheri.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWyc5ILcrU1M_Jzy5LzMvULy5JLCktzsxLy9dLLC6wT87PLcjLtzUxNLVUMDIwsDQwMTQwtDAyMjEEANZcFHc,0,,
https://web.archive.org/cdx/search/cdx?url=lucknow.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWySlNzs7LL9fUhzL0c7LzcxML9DJKcnMUjAwMjQwNDc0NDI3NTAwBy7IQPA,lucknow.nic.in CDX continuation,lucknow.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=lucknow.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWySlNzs7LL9fUhzL0c7LzcxML9DJKcnMUjAwMjQwNDc0NDI3NTAwBy7IQPA,0,,
https://web.archive.org/cdx/search/cdx?url=maharajganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwFwVEKgCAMANCr9BtIzhSi04xlOmdqUvjR7XtPmmriVaVED2Wmlmc9zu_mFRMe5K_RMUoJr_ZFOkolDgB2YYnTCrAZgN0465z5AfQhGLI,maharajganj.nic.in CDX continuation,maharajganj.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=maharajganj.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJwFwVEKgCAMANCr9BtIzhSi04xlOmdqUvjR7XtPmmriVaVED2Wmlmc9zu_mFRMe5K_RMUoJr_ZFOkolDgB2YYnTCrAZgN0465z5AfQhGLI,0,,
https://web.archive.org/cdx/search/cdx?url=meerut.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyU1NLSot0dRPzUlNLsnMz9MvSi3OTClNzNFPNDAxAxMGRpYGegUpaQpGBgaWBiaGBkaGxuampgDYrBOd,meerut.nic.in CDX continuation,meerut.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=meerut.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWyU1NLSot0dRPzUlNLsnMz9MvSi3OTClNzNFPNDAxAxMGRpYGegUpaQpGBgaWBiaGBkaGxuampgDYrBOd,0,,
https://web.archive.org/cdx/search/cdx?url=moradabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWyc0vSkxJTEpM0dTPyc8uS8zL1C8uSSwpLc7MS8vXSywusE_Ozy3Iy7c1sTSzUDAyMLA0MDE0MDIyNTA1BQA68hYI,moradabad.nic.in CDX continuation,moradabad.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=moradabad.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWyc0vSkxJTEpM0dTPyc8uS8zL1C8uSSwpLc7MS8vXSywusE_Ozy3Iy7c1sTSzUDAyMLA0MDE0MDIyNTA1BQA68hYI,0,,
https://web.archive.org/cdx/search/cdx?url=muzaffarnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwFwVsKgCAQBdCt9BtIzkRJfkRruQjGBI7ig6DVd46oUQkmjQ8xoipu1Nk-0BcqtnX00URj5gWtXCGnovl0h59WIk8bE-_kmH6u5Be9,muzaffarnagar.nic.in CDX continuation,muzaffarnagar.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=muzaffarnagar.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJwFwVsKgCAQBdCt9BtIzkRJfkRruQjGBI7ig6DVd46oUQkmjQ8xoipu1Nk-0BcqtnX00URj5gWtXCGnovl0h59WIk8bE-_kmH6u5Be9,0,,
https://web.archive.org/cdx/search/cdx?url=raebareli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJwNyEEKgCAQAMCvdA0kd0WwDtFTYtMVlkRFpb5fcxzJKotXjfiixklmncr9UBbdR9UlRvHcXumMZ-BBkhbq9fjfl8D76iYD4NCgQwtgtw-KVRrE,raebareli.nic.in CDX continuation,raebareli.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=raebareli.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJwNyEEKgCAQAMCvdA0kd0WwDtFTYtMVlkRFpb5fcxzJKotXjfiixklmncr9UBbdR9UlRvHcXumMZ-BBkhbq9fjfl8D76iYD4NCgQwtgtw-KVRrE,0,,
https://web.archive.org/cdx/search/cdx?url=shahjahanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWKc5IzMhKzEjMKygt0tQvT02Kz8xNTE8t1s9LLU_Pz9TLKkhXMDIwNDE0MjIyNDc2MDACAFq6EtQ,shahjahanpur.nic.in CDX continuation,shahjahanpur.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=shahjahanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWKc5IzMhKzEjMKygt0tQvT02Kz8xNTE8t1s9LLU_Pz9TLKkhXMDIwNDE0MjIyNDc2MDACAFq6EtQ,0,,
https://web.archive.org/cdx/search/cdx?url=sultanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=50000&showResumeKey=true&resumeKey=eJzLzNPJy0zWKS7NKUnMKygt0tQvLssvSS0q1i8AEvGGJgZG8QaG8QYGpnpVmQUKRgYGlgYmhkDS0NLIDACWQhL1,sultanpur.nic.in CDX continuation,sultanpur.nic.in,Uttar Pradesh,district_cdx_continuation,,https://web.archive.org/cdx/search/cdx?url=sultanpur.nic.in&matchType=domain&output=json&fl=original%2Ctimestamp%2Cmimetype%2Cstatuscode%2Cdigest&collapse=urlkey&limit=5000&showResumeKey=true,eJzLzNPJy0zWKS7NKUnMKygt0tQvLssvSS0q1i8AEvGGJgZG8QaG8QYGpnpVmQUKRgYGlgYmhkDS0NLIDACWQhL1,0,,
