election_gp_key,election_year,source_file,source_row_number,source_record_id,gp_number_raw,district_name_hindi,district_name_eng_raw,district_name_eng,district_name_std_raw,district_name_alias_used,block_name_hindi,block_name_eng_raw,block_name_eng,block_name_std_raw,block_xwalk_used,block_name_alias_used,lgd_block_code,gp_name_hindi,lgd_gp_code,lgd_gp_name,lgd_gp_link_method,lgd_gp_link_score,lgd_gp_linked,gp_name_eng_raw,gp_name_eng,name_override_used,district_name_std,block_name_std,gp_name_std,normalized_name_key,normalized_name_key_n,link_eligible,reservation_status_hindi,reservation_status_eng,reservation_class,women_reserved,pradhan_name_hindi,pradhan_name_eng_raw,winner_sex_hindi,winner_woman,result_status_hindi,exception_reason
up2005__row23109,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23109,NA,57,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,सदर,Sadar,Sadar,sadar,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,sadar,na,pratapgarh__sadar__na,5,FALSE,NA,Unknown,unknown,NA,जुमई खां,Jummai Khan,पुरुष,0,NA,normalized_key_collision
up2005__row23110,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23110,NA,58,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,सदर,Sadar,Sadar,sadar,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,sadar,na,pratapgarh__sadar__na,5,FALSE,NA,Unknown,unknown,NA,ऊषा देवी,Usha Devi,महिला,1,NA,normalized_key_collision
up2005__row23111,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23111,NA,59,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,सदर,Sadar,Sadar,sadar,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,sadar,na,pratapgarh__sadar__na,5,FALSE,NA,Unknown,unknown,NA,मो ० सादिक,Mo 0 Sadik,पुरुष,0,NA,normalized_key_collision
up2005__row23112,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23112,NA,60,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,सदर,Sadar,Sadar,sadar,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,sadar,na,pratapgarh__sadar__na,5,FALSE,NA,Unknown,unknown,NA,महिला मसरातुल निशा,Mahila Masratul Nisha,महिला,1,NA,normalized_key_collision
up2005__row23863,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23863,NA,8,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,शिवगढ़,Shivgarh,Shivgarh,shivgarh,FALSE,FALSE,NA,जगदीशपुर,NA,NA,NA,NA,FALSE,Jagdishpur,Jagdishpur,FALSE,pratapgarh,shivgarh,jagdishpur,pratapgarh__shivgarh__jagdishpur,2,FALSE,महिला,Female,general,1,शशी देवी,Shashi Devi,महिला,1,NA,normalized_key_collision
up2005__row23902,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23902,NA,47,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,शिवगढ़,Shivgarh,Shivgarh,shivgarh,FALSE,FALSE,NA,जगदीशपुर,NA,NA,NA,NA,FALSE,Jagdishpur,Jagdishpur,FALSE,pratapgarh,shivgarh,jagdishpur,pratapgarh__shivgarh__jagdishpur,2,FALSE,महिला,Female,general,1,शैलेश कुमारी,Shailesh Kumari,महिला,1,NA,normalized_key_collision
up2005__row22628,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,22628,NA,62,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,प्रतापपुर,Pratapur,Pratapur,pratapur,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,pratapur,na,prayagraj__pratapur__na,3,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति -,Backward Caste -,महिला,1,NA,normalized_key_collision
up2005__row22629,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,22629,NA,63,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,प्रतापपुर,Pratapur,Pratapur,pratapur,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,pratapur,na,prayagraj__pratapur__na,3,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति -,Backward Caste -,महिला,1,NA,normalized_key_collision
up2005__row22631,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,22631,NA,65,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,प्रतापपुर,Pratapur,Pratapur,pratapur,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,pratapur,na,prayagraj__pratapur__na,3,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति -,Backward Caste -,महिला,1,NA,normalized_key_collision
up2005__row24607,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,24607,NA,NA,रायबरेली,Rae bareli,Rae bareli,rae bareli,FALSE,डीह,Deeha,Deeha,deeha,FALSE,FALSE,NA,जगतपुर,NA,NA,NA,NA,FALSE,Jagatpur,Jagatpur,FALSE,rae bareli,deeha,jagatpur,rae bareli__deeha__jagatpur,2,FALSE,NA,Unknown,unknown,NA,NA,NA,NA,NA,NA,normalized_key_collision
up2005__row24617,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,24617,NA,10,रायबरेली,Rae bareli,Rae bareli,rae bareli,FALSE,डीह,Deeha,Deeha,deeha,FALSE,FALSE,NA,जगतपुर,NA,NA,NA,NA,FALSE,Jagatpur,Jagatpur,FALSE,rae bareli,deeha,jagatpur,rae bareli__deeha__jagatpur,2,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,शान्ति देवी,Shanti Devi,महिला,1,NA,normalized_key_collision
up2005__row6576,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,6576,NA,34,रामपुर,Rampur,Rampur,rampur,FALSE,स्वार,Swar,Swar,swar,FALSE,FALSE,NA,महुआखेडा,NA,NA,NA,NA,FALSE,Mahuakheda,Mahuakheda,FALSE,rampur,swar,mahuakheda,rampur__swar__mahuakheda,2,FALSE,महिला,Female,general,1,जैबुलनिशा,Zainulnisha,महिला,1,NA,normalized_key_collision
up2005__row6636,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,6636,NA,94,रामपुर,Rampur,Rampur,rampur,FALSE,स्वार,Swar,Swar,swar,FALSE,FALSE,NA,महुआखेडा,NA,NA,NA,NA,FALSE,Mahuakheda,Mahuakheda,FALSE,rampur,swar,mahuakheda,rampur__swar__mahuakheda,2,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,बानो बेगम,Bano Begum,महिला,1,NA,normalized_key_collision
up2005__row50226,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50226,NA,16,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,औराई,Aurain,Aurain,aurain,FALSE,FALSE,NA,भवानीपुर,NA,NA,NA,NA,FALSE,Bhawanipur,Bhawanipur,FALSE,sant ravidas nagar,aurain,bhawanipur,sant ravidas nagar__aurain__bhawanipur,2,FALSE,अनुसूचित जाति - महिला,Scheduled Caste - Female,sc,1,सरिता देवी,Sarita Devi,महिला,1,NA,normalized_key_collision
up2005__row50318,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50318,NA,108,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,औराई,Aurain,Aurain,aurain,FALSE,FALSE,NA,भवानीपुर,NA,NA,NA,NA,FALSE,Bhawanipur,Bhawanipur,FALSE,sant ravidas nagar,aurain,bhawanipur,sant ravidas nagar__aurain__bhawanipur,2,FALSE,महिला,Female,general,1,प्रेमादेवी,Premadevi,महिला,1,NA,normalized_key_collision
up2005__row50283,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50283,NA,73,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,औराई,Aurain,Aurain,aurain,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,aurain,na,sant ravidas nagar__aurain__na,2,FALSE,NA,Unknown,unknown,NA,शैलेन्द्र कुमार,Shailendra Kumar,पुरुष,0,NA,normalized_key_collision
up2005__row50316,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50316,NA,106,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,औराई,Aurain,Aurain,aurain,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,aurain,na,sant ravidas nagar__aurain__na,2,FALSE,महिला,Female,general,1,अमला देवी,Amla Devi,महिला,1,NA,normalized_key_collision
up2005__row50491,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50491,NA,24,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,कोम,NA,NA,NA,NA,FALSE,Kom,Kom,FALSE,sant ravidas nagar,bhadohi,kom,sant ravidas nagar__bhadohi__kom,2,FALSE,NA,Unknown,unknown,NA,कमलेश देवी,Kamlesh Devi,पुरुष,0,NA,normalized_key_collision
up2005__row50492,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50492,NA,25,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,कोम,NA,NA,NA,NA,FALSE,Kom,Kom,FALSE,sant ravidas nagar,bhadohi,kom,sant ravidas nagar__bhadohi__kom,2,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,रामअधार,Ramadhar,महिला,1,NA,normalized_key_collision
up2005__row50495,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50495,NA,28,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,महिला,Female,general,1,निर्मला मिश्र,Nirmala Mishra,पुरुष,0,NA,normalized_key_collision
up2005__row50498,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50498,NA,31,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,NA,Unknown,unknown,NA,रामयज्ञ,Ram Yajna,पुरुष,0,NA,normalized_key_collision
up2005__row50499,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50499,NA,32,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,NA,Unknown,unknown,NA,जाति महिला - रामा देवी नूरजहाँ,NA,महिला,1,NA,normalized_key_collision
up2005__row50500,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50500,NA,33,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,NA,Unknown,unknown,NA,नूरजहाँ महेन्द्र,Noorjahan Mahender,पुरुष,0,NA,normalized_key_collision
up2005__row50501,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50501,NA,34,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,NA,Unknown,unknown,NA,महेन्द्र,Mahendra,महिला,1,NA,normalized_key_collision
up2005__row50504,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50504,NA,37,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,भदोही,Bhadohi,Bhadohi,bhadohi,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sant ravidas nagar,bhadohi,na,sant ravidas nagar__bhadohi__na,6,FALSE,NA,Unknown,unknown,NA,जाति रामजीत मीरा,Jaati Ramjit Mira,महिला,1,NA,normalized_key_collision
up2005__row50162,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50162,NA,35,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,ज्ञानपुर,Gyanpur,Gyanpur,gyanpur,FALSE,FALSE,NA,दशरथपुर,NA,NA,NA,NA,FALSE,Dashrathpur,Dashrathpur,FALSE,sant ravidas nagar,gyanpur,dashrathpur,sant ravidas nagar__gyanpur__dashrathpur,2,FALSE,महिला,Female,general,1,मुन्नी देवी,Munni Devi,महिला,1,NA,normalized_key_collision
up2005__row50164,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,50164,NA,37,संत रविदास नगर,Sant Ravidas Nagar,Sant Ravidas Nagar,sant ravidas nagar,FALSE,ज्ञानपुर,Gyanpur,Gyanpur,gyanpur,FALSE,FALSE,NA,दशरथपुर,NA,NA,NA,NA,FALSE,Dashrathpur,Dashrathpur,FALSE,sant ravidas nagar,gyanpur,dashrathpur,sant ravidas nagar__gyanpur__dashrathpur,2,FALSE,अनुसूचित जाति महिला,Scheduled Caste - Female,sc,1,भोला मुसहर,Bhola Musahar,महिला,1,NA,normalized_key_collision
up2005__row8479,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8479,NA,26,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,डींगुरपुर,NA,NA,NA,NA,FALSE,Dingarpur,Dingarpur,FALSE,shahjahanpur,bhavlakheda,dingarpur,shahjahanpur__bhavlakheda__dingarpur,2,FALSE,NA,Unknown,unknown,NA,अनारक्षित गुलशेर खाँ अनुसूचित जाति जगदेयी,Anarakshit Gulsher Khan Anusuchit Jati Jagdeyi,पुरुष,0,NA,normalized_key_collision
up2005__row8480,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8480,NA,27,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,डींगुरपुर,NA,NA,NA,NA,FALSE,Dingarpur,Dingarpur,FALSE,shahjahanpur,bhavlakheda,dingarpur,shahjahanpur__bhavlakheda__dingarpur,2,FALSE,NA,Unknown,unknown,NA,अनुसूचित जाति जगदेयी पिछड़ी जाति विनोद कुमार पिछड़ी जाति - महिला बीना देवी,NA,महिला,1,NA,normalized_key_collision
up2005__row8484,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8484,NA,31,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,ल ल,NA,NA,NA,NA,FALSE,L L,L L,FALSE,shahjahanpur,bhavlakheda,l l,shahjahanpur__bhavlakheda__l l,3,FALSE,NA,Unknown,unknown,NA,अनारक्षित नसीम खाँ अनारक्षित कप्तान सिंह,Anarakshit Naseem Khan Anarakshit Kaptaan Singh,महिला,1,NA,normalized_key_collision
up2005__row8485,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8485,NA,32,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,ल ल,NA,NA,NA,NA,FALSE,L L,L L,FALSE,shahjahanpur,bhavlakheda,l l,shahjahanpur__bhavlakheda__l l,3,FALSE,NA,Unknown,unknown,NA,अनारक्षित कप्तान सिंह पिछड़ी जाति महिला - शकुन्तला,Anarakshit Kaptaan Singh Pich hDha Jaati Mahila - Shak uantla,पुरुष,0,NA,normalized_key_collision
up2005__row8486,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8486,NA,33,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,ल ल,NA,NA,NA,NA,FALSE,L L,L L,FALSE,shahjahanpur,bhavlakheda,l l,shahjahanpur__bhavlakheda__l l,3,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति महिला - शकुन्तला अनारक्षित संजय कुमार,NA,पुरुष,0,NA,normalized_key_collision
up2005__row8489,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8489,NA,36,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,अनुसूचित जाति सुखपाल पिछड़ी जाति - महिला रिक्त बाड़ीग अनारक्षित सोफिया,NA,पुरुष,0,NA,normalized_key_collision
up2005__row8490,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8490,NA,37,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति - महिला रिक्त बाड़ीग अनारक्षित सोफिया अनारक्षित गुड्डू सिंह,Pichhri Jati - Mahila Rikt Badigar Anaraksht Sofia Anaraksht Guddu Singh,पुरुष,0,NA,normalized_key_collision
up2005__row8491,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8491,NA,38,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,बाड़ीग अनारक्षित सोफिया अनारक्षित गुड्डू सिंह अनारक्षित नरेन्द्र सिंह,Badig Anaarxit Sofia Anaarxit Guddu Singh Anaarxit Narendra Singh,पुरुष,0,NA,normalized_key_collision
up2005__row8493,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8493,NA,40,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,अनारक्षित नरेन्द्र अनुसूचित जाति प्यारेलाल पिछड़ी जाति श्री,NA,पुरुष,0,NA,normalized_key_collision
up2005__row8495,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8495,NA,42,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति श्री अनुसूचित जाति रामकुमार क अनुसूचित जाति - महिला नत्थो,NA,महिला,1,NA,normalized_key_collision
up2005__row8496,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8496,NA,43,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,अनुसूचित जाति रामकुमार क अनुसूचित जाति - महिला नत्थो महिला संतोष,NA,महिला,1,NA,normalized_key_collision
up2005__row8497,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8497,NA,44,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,क अनुसूचित जाति - महिला नत्थो नगर महिला संतोष महिला कृष्णा,K Anusuchit Jati - Mahila Nattho Nagar Mahila Santosh Mahila Krishna,NA,NA,NA,normalized_key_collision
up2005__row8498,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8498,NA,45,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,नगर महिला संतोष महिला कृष्णा,Nagar Mahila Santosh Mahila Krishna,NA,NA,NA,normalized_key_collision
up2005__row8499,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8499,NA,46,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,भावलखेड़ा,Bhavlakheda,Bhavlakheda,bhavlakheda,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,shahjahanpur,bhavlakheda,na,shahjahanpur__bhavlakheda__na,9,FALSE,NA,Unknown,unknown,NA,महिला कृष्णा ( 232,Mahila Krishna (232,NA,NA,NA,normalized_key_collision
up2005__row8605,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8605,NA,7,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,मिर्जापुर,Mirzapur,Mirzapur,mirzapur,FALSE,FALSE,NA,भरतापुर,NA,NA,NA,NA,FALSE,Bharatpur,Bharatpur,FALSE,shahjahanpur,mirzapur,bharatpur,shahjahanpur__mirzapur__bharatpur,2,FALSE,अनारक्षित,Unreserved,general,0,रामदेव,Ram Dev,पुरुष,0,NA,normalized_key_collision
up2005__row8619,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,8619,NA,21,शाहजहांपुर,Shahjahnapur,Shahjahanpur,shahjahnapur,TRUE,मिर्जापुर,Mirzapur,Mirzapur,mirzapur,FALSE,FALSE,NA,भरतापुर,NA,NA,NA,NA,FALSE,Bharatpur,Bharatpur,FALSE,shahjahanpur,mirzapur,bharatpur,shahjahanpur__mirzapur__bharatpur,2,FALSE,अनारक्षित,Unreserved,general,0,जितेन्द्र,Jitendra,पुरुष,0,NA,normalized_key_collision
up2005__row30877,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,30877,NA,0,श्रावस्ती,Shravasti,Shravasti,shravasti,FALSE,जमुनहा,Jamunha,Jamunha,jamunha,FALSE,FALSE,NA,महदेवा नासिरगॅज,NA,NA,NA,NA,FALSE,Mahdeva Nasirganj,Mahdeva Nasirganj,FALSE,shravasti,jamunha,mahdeva nasirganj,shravasti__jamunha__mahdeva nasirganj,2,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,तैयबा बेगम,Taiyba Begam,महिला,1,NA,normalized_key_collision
up2005__row30925,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,30925,NA,48,श्रावस्ती,Shravasti,Shravasti,shravasti,FALSE,जमुनहा,Jamunha,Jamunha,jamunha,FALSE,FALSE,NA,महदेवा नासिरगॅज,NA,NA,NA,NA,FALSE,Mahdeva Nasirganj,Mahdeva Nasirganj,FALSE,shravasti,jamunha,mahdeva nasirganj,shravasti__jamunha__mahdeva nasirganj,2,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,तैय्यबा बेगम,Taiyyaba Begum,महिला,1,NA,normalized_key_collision
up2005__row38269,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,38269,NA,11,सिद्धार्थनगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,इटवा,Itwa,Itwa,itwa,FALSE,FALSE,NA,सेमरा,NA,NA,NA,NA,FALSE,Semra,Semra,FALSE,siddharth nagar,itwa,semra,siddharth nagar__itwa__semra,2,FALSE,अनारक्षित,Unreserved,general,0,अ ० हमीद,A 0 Hameed,पुरुष,0,NA,normalized_key_collision
up2005__row38305,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,38305,NA,47,सिद्धार्थनगर,Siddharth Nagar,Siddharth Nagar,siddharth nagar,FALSE,इटवा,Itwa,Itwa,itwa,FALSE,FALSE,NA,सेमरा,NA,NA,NA,NA,FALSE,Semra,Semra,FALSE,siddharth nagar,itwa,semra,siddharth nagar__itwa__semra,2,FALSE,अनारक्षित,Unreserved,general,0,अ ० व,A 0 V,पुरुष,0,NA,normalized_key_collision
up2005__row27904,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,27904,NA,63,सीतापुर,Sitapur,Sitapur,sitapur,FALSE,बेहटा,Behata,Behata,behata,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sitapur,behata,na,sitapur__behata__na,5,FALSE,NA,Unknown,unknown,NA,अनारक्षित रमेश,Anarakshit Ramesh,पुरुष,0,NA,normalized_key_collision
up2005__row27905,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,27905,NA,64,सीतापुर,Sitapur,Sitapur,sitapur,FALSE,बेहटा,Behata,Behata,behata,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sitapur,behata,na,sitapur__behata__na,5,FALSE,NA,Unknown,unknown,NA,महिला,Mahila,महिला,1,NA,normalized_key_collision
up2005__row27906,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,27906,NA,65,सीतापुर,Sitapur,Sitapur,sitapur,FALSE,बेहटा,Behata,Behata,behata,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sitapur,behata,na,sitapur__behata__na,5,FALSE,NA,Unknown,unknown,NA,मरोड़ अनुसूचित जाति राम,Marod Anusuchit Jati Ram,पुरुष,0,NA,normalized_key_collision
