election_gp_key,canonical_group,gp_name_left,raw_district,raw_block,raw_gp_name,left_index,lgd_gp_code,canonical_group_right,gp_name_right,lgd_district,lgd_block,lgd_gp_name,right_index,gp_name_score,score,decision,reviewer,reviewed_at,notes
up2021__788284,1481,bairakji,Bahraich,Kaiserganj,Bairakji,191686,49004,1481,baira qazi,Bahraich,Kaisarganj,Baira Qazi,4621,0.87,0.87,,,,
up2021__872451,1481,pacchhamba,Bahraich,Kaiserganj,Pacchhamba,191690,49045,1481,pachmbha,Bahraich,Kaisarganj,Pachmbha,41253,0.895,0.895,,,,
up2021__728428,1481,ituaa,Bahraich,Kaiserganj,Ituaa,191695,49029,1481,ituhua,Bahraich,Kaisarganj,Ituhua,23093,0.8755555555555556,0.8755555555555556,,,,
up2021__841136,1478,nauwwapatti,Bahraich,Chittaura,Nauwwapatti,191698,48841,1478,navva patti,Bahraich,Chitaura,Navva Patti,40160,0.8545454545454546,0.8545454545454546,,,,
up2021__863027,1478,bhojajoth,Bahraich,Chittaura,Bhojajoth,191714,48802,1478,bhoga jot,Bahraich,Chitaura,Bhoga Jot,10175,0.8629629629629629,0.8629629629629629,,,,
up2021__861154,1478,tediyaa,Bahraich,Chittaura,Tediyaa,191717,48858,1478,teriya,Bahraich,Chitaura,Teriya,55510,0.8793650793650793,0.8793650793650793,,,,
up2021__766995,1478,turhanirajzab,Bahraich,Chittaura,Turhanirajzab,191719,48859,1478,turhni rajjab,Bahraich,Chitaura,Turhni Rajjab,56378,0.8839160839160839,0.8839160839160839,,,,
up2021__778616,1478,samasatarhar,Bahraich,Chittaura,Samasatarhar,191722,48848,1478,samsa tarhar,Bahraich,Chitaura,Samsa Tarhar,49494,0.8974747474747474,0.8974747474747474,,,,
up2021__854351,1478,baghauda,Bahraich,Chittaura,Baghauda,191760,48794,1478,baghura,Bahraich,Chitaura,Baghura,4023,0.8880952380952382,0.8880952380952382,,,,
up2021__764793,1478,kamaliya,Bahraich,Chittaura,Kamaliya,191784,48826,1478,kamolia,Bahraich,Chitaura,Kamolia,26361,0.8694444444444446,0.8694444444444446,,,,
up2021__825091,1480,ramwapur raghuvir singh,Bahraich,Jarwal,Ramwapur Raghuvir Singh,191795,48988,1480,ramwapur,Bahraich,Jarwal,Ramwapur,46721,0.8695652173913043,0.8695652173913043,,,,
up2021__788786,1480,bholi,Bahraich,Jarwal,Bholi,191796,267317,1480,bhauli,Bahraich,Jarwal,Bhauli,9541,0.8577777777777779,0.8577777777777779,,,,
up2021__707942,1480,harna unaora,Bahraich,Jarwal,Harna Unaora,191799,48958,1480,harana unaura,Bahraich,Jarwal,Harana Unaura,21288,0.8598096348096348,0.8598096348096348,,,,
up2021__773019,1480,jayasinghapur,Bahraich,Jarwal,Jayasinghapur,191809,48963,1480,jaisinghpur,Bahraich,Jarwal,Jaisinghpur,23586,0.8875524475524476,0.8875524475524476,,,,
up2021__809456,1480,rewada,Bahraich,Jarwal,Rewada,191845,48991,1480,rewdha,Bahraich,Jarwal,Rewdha,47708,0.8755555555555556,0.8755555555555556,,,,
up2021__793157,1489,behtaa bhaaya,Bahraich,Tajwapur,Behtaa Bhaaya,191851,49518,1489,behat bhaya,Bahraich,Tajwapur,Behat Bhaya,7678,0.8792540792540793,0.8792540792540793,,,,
up2021__766364,1489,narhar gora,Bahraich,Tajwapur,Narhar Gora,191854,49554,1489,narahar gonda,Bahraich,Tajwapur,Narahar Gonda,39399,0.854941724941725,0.854941724941725,,,,
up2021__736643,1489,veer shahpur,Bahraich,Tajwapur,Veer Shahpur,191859,49523,1489,bir shahpur,Bahraich,Tajwapur,Bir Shahpur,11249,0.8560606060606061,0.8560606060606061,,,,
up2021__788127,1489,khamharia shukla,Bahraich,Tajwapur,Khamharia Shukla,191860,49546,1489,khmriha sukul,Bahraich,Tajwapur,Khmriha Sukul,29731,0.8683760683760684,0.8683760683760684,,,,
up2021__785265,1489,khambharia hardopatty,Bahraich,Tajwapur,Khambharia Hardopatty,191863,49544,1489,khamriya hardo patti,Bahraich,Tajwapur,Khamriya Hardo Patti,28796,0.8730812324929972,0.8730812324929972,,,,
up2021__919559,1489,dahaon,Bahraich,Tajwapur,Dahaon,191866,49528,1489,dahawa,Bahraich,Tajwapur,Dahawa,14141,0.8666666666666666,0.8666666666666666,,,,
up2021__716731,1489,basouna mafi,Bahraich,Tajwapur,Basouna Mafi,191891,49515,1489,basauna mafi,Bahraich,Tajwapur,Basauna Mafi,7134,0.8974747474747474,0.8974747474747474,,,,
up2021__868718,1489,sisae haiderpur,Bahraich,Tajwapur,Sisae Haiderpur,191905,49566,1489,sisai haidar,Bahraich,Tajwapur,Sisai Haidar,53293,0.86,0.86,,,,
up2021__850843,1489,shekdaher,Bahraich,Tajwapur,Shekdaher,191910,49564,1489,shekh dahir,Bahraich,Tajwapur,Shekh Dahir,51872,0.8982323232323232,0.8982323232323232,,,,
up2021__937343,1484,gavarakha,Bahraich,Nawabganj,Gavarakha,191921,49211,1484,gabarkha,Bahraich,Nawabganj,Gabarkha,18097,0.8693121693121693,0.8693121693121693,,,,
up2021__928347,1484,laxmanpur salarpur,Bahraich,Nawabganj,Laxmanpur Salarpur,191946,49227,1484,lakhamanpur salarpur,Bahraich,Nawabganj,Lakhamanpur Salarpur,32061,0.8667538126361656,0.8667538126361656,,,,
up2021__783652,1484,dewara,Bahraich,Nawabganj,Dewara,191971,49208,1484,dewera,Bahraich,Nawabganj,Dewera,15549,0.8755555555555556,0.8755555555555556,,,,
up2021__932457,1484,madhourpur nidona,Bahraich,Nawabganj,Madhourpur Nidona,191982,49229,1484,madhavpur nidauna,Bahraich,Nawabganj,Madhavpur Nidauna,33288,0.8579831932773109,0.8579831932773109,,,,
up2021__821538,1486,kului,Bahraich,Prayagpur,Kului,191993,266527,1486,kalui,Bahraich,Prayagpur,Kalui,26099,0.88,0.88,,,,
up2021__932639,1486,padi,Bahraich,Prayagpur,Padi,191998,49365,1486,paidi,Bahraich,Prayagpur,Paidi,41670,0.88,0.88,,,,
up2021__773678,1486,sevada,Bahraich,Prayagpur,Sevada,192013,49379,1486,sevdha,Bahraich,Prayagpur,Sevdha,51260,0.8755555555555556,0.8755555555555556,,,,
up2021__810719,1486,amadapur,Bahraich,Prayagpur,Amadapur,192032,49330,1486,amda pur,Bahraich,Prayagpur,Amda Pur,1733,0.8952380952380953,0.8952380952380953,,,,
up2021__878470,1486,sahasrawa,Bahraich,Prayagpur,Sahasrawa,192033,266540,1486,sahsrawan,Bahraich,Prayagpur,Sahsrawan,48650,0.8898148148148148,0.8898148148148148,,,,
up2021__875214,1486,udhrana thakurani,Bahraich,Prayagpur,Udhrana Thakurani,192053,266547,1486,udharana thakurain,Bahraich,Prayagpur,Udharana Thakurain,56586,0.890958605664488,0.890958605664488,,,,
up2021__916103,1485,terdwa mahant,Bahraich,Fakhrpur,Terdwa Mahant,192062,49327,1485,tendawa mahant,Bahraich,Phakharpur,Tendawa Mahant,55380,0.8747252747252747,0.8747252747252747,,,,
up2021__819670,1485,dauhora,Bahraich,Fakhrpur,Dauhora,192069,49275,1485,dahaura,Bahraich,Phakharpur,Dahaura,14139,0.8793650793650793,0.8793650793650793,,,,
up2021__785832,1485,singrau,Bahraich,Fakhrpur,Singrau,192072,49323,1485,singarao,Bahraich,Phakharpur,Singarao,52941,0.8880952380952382,0.8880952380952382,,,,
up2021__756736,1485,achauliya,Bahraich,Fakhrpur,Achauliya,192074,49253,1485,acholaya,Bahraich,Phakharpur,Acholaya,211,0.8856481481481482,0.8856481481481482,,,,
up2021__719889,1485,bhilorabasoo,Bahraich,Fakhrpur,Bhilorabasoo,192077,49270,1485,bhilaura baso,Bahraich,Phakharpur,Bhilaura Baso,9960,0.8805128205128206,0.8805128205128206,,,,
up2021__767541,1485,bhilorakaji,Bahraich,Fakhrpur,Bhilorakaji,192083,49271,1485,bhilaura kaji,Bahraich,Phakharpur,Bhilaura Kaji,9961,0.8956643356643357,0.8956643356643357,,,,
up2021__856017,1485,kandosa,Bahraich,Fakhrpur,Kandosa,192099,49291,1485,kandausa,Bahraich,Phakharpur,Kandausa,26504,0.8880952380952382,0.8880952380952382,,,,
up2021__800563,1485,betora sarasath,Bahraich,Fakhrpur,Betora Sarasath,192122,267154,1485,betaura sarshath,Bahraich,Phakharpur,Betaura Sarshath,8214,0.8719444444444445,0.8719444444444445,,,,
up2021__886441,1485,sahibapur mahipal singh,Bahraich,Fakhrpur,Sahibapur Mahipal Singh,192134,49311,1485,sahbajpur mahipal singh,Bahraich,Phakharpur,Sahbajpur Mahipal Singh,48547,0.8948616600790513,0.8948616600790513,,,,
up2021__886008,1485,dihwakala,Bahraich,Fakhrpur,Dihwakala,192137,49278,1485,dihawa kala,Bahraich,Phakharpur,Dihawa Kala,16671,0.8797979797979798,0.8797979797979798,,,,
up2021__860607,1485,gharekharankadilpur,Bahraich,Fakhrpur,Gharekharankadilpur,192141,268280,1485,dharehara nakdilpur,Bahraich,Phakharpur,Dharehara Nakdilpur,16110,0.8710010319917441,0.8710010319917441,,,,
up2021__899433,1477,hada basahri,Bahraich,Balha,Hada Basahri,192146,243890,1477,hara basneri,Bahraich,Balaha,Hara Basneri,21238,0.8666666666666667,0.8666666666666667,,,,
up2021__948551,1477,mehrabnagar,Bahraich,Balha,Mehrabnagar,192156,266141,1477,meharban nagar,Bahraich,Balaha,Meharban Nagar,36489,0.8863636363636364,0.8863636363636364,,,,
up2021__942052,1477,gaighat,Bahraich,Balha,Gaighat,192179,48752,1477,gayaghat,Bahraich,Balaha,Gayaghat,19321,0.8507936507936509,0.8507936507936509,,,,
up2021__943465,1477,pakdia diwan,Bahraich,Balha,Pakdia Diwan,192185,48776,1477,pakariya diwan,Bahraich,Balaha,Pakariya Diwan,41836,0.8881313131313131,0.8881313131313131,,,,
up2021__942866,1477,bhavaniyaanpur banghasari,Bahraich,Balha,Bhavaniyaanpur Banghasari,192188,48747,1477,bhawaniyapur banghusari,Bahraich,Balaha,Bhawaniyapur Banghusari,9703,0.8868212560386473,0.8868212560386473,,,,
up2021__847647,1477,gulariha jagatpur,Bahraich,Balha,Gulariha Jagatpur,192197,48756,1477,gulhariya jagta,Bahraich,Balaha,Gulhariya Jagta,20656,0.8932679738562092,0.8932679738562092,,,,
up2021__943016,1477,majhawa bhulora,Bahraich,Balha,Majhawa Bhulora,192201,48770,1477,majhauwa bhulaura,Bahraich,Balaha,Majhauwa Bhulaura,34498,0.8942296918767507,0.8942296918767507,,,,
up2021__754585,1482,singia naseerpur,Bahraich,Mahsi,Singia Naseerpur,192211,266528,1482,sigiyanasirpur,Bahraich,Mahasi,Sigiyanasirpur,52470,0.8507936507936509,0.8507936507936509,,,,
up2021__690598,1482,pura ganga prasad,Bahraich,Mahsi,Pura Ganga Prasad,192212,49111,1482,pure ganga prasad,Bahraich,Mahasi,Pure Ganga Prasad,44854,0.8850490196078432,0.8850490196078432,,,,
up2021__730606,1483,vishunapur,Bahraich,Mihipurwa,Vishunapur,192300,49135,1483,bisunapur,Bahraich,Mihinpurwa,Bisunapur,11435,0.8962962962962964,0.8962962962962964,,,,
up2021__831019,1483,manjhera,Bahraich,Mihipurwa,Manjhera,192302,49170,1483,majhara,Bahraich,Mihinpurwa,Majhara,34455,0.8507936507936509,0.8507936507936509,,,,
up2021__774254,1483,gudh,Bahraich,Mihipurwa,Gudh,192305,49150,1483,gurh,Bahraich,Mihinpurwa,Gurh,20790,0.8666666666666667,0.8666666666666667,,,,
up2021__786648,1483,antwa,Bahraich,Mihipurwa,Antwa,192323,49124,1483,antahwa,Bahraich,Mihinpurwa,Antahwa,2160,0.8866666666666667,0.8866666666666667,,,,
up2021__714034,1483,vishvanaathgaanv,Bahraich,Mihipurwa,VishvaNaathGaaNv,192329,49134,1483,vishwa nath gaon,Bahraich,Mihinpurwa,Vishwa Nath Gaon,57525,0.8666666666666667,0.8666666666666667,,,,
up2021__914336,1483,kanjadva,Bahraich,Mihipurwa,Kanjadva,192338,49159,1483,kanjarwa,Bahraich,Mihinpurwa,Kanjarwa,26642,0.9,0.9,,,,
up2021__884362,1483,gourapipra,Bahraich,Mihipurwa,Gourapipra,192346,49145,1483,gaura pipra,Bahraich,Mihinpurwa,Gaura Pipra,19181,0.8821212121212121,0.8821212121212121,,,,
up2021__896090,1487,puralast kha,Bahraich,Risia,Puralast Kha,192365,49442,1487,pure alast khan,Bahraich,Risia,Pure Alast Khan,44809,0.895,0.895,,,,
up2021__898096,1487,lakheya jadeed,Bahraich,Risia,Lakheya Jadeed,192378,49423,1487,lakhaiya jadid,Bahraich,Risia,Lakhaiya Jadid,32056,0.8779220779220779,0.8779220779220779,,,,
up2021__881650,1487,karonda,Bahraich,Risia,Karonda,192384,49420,1487,karaunda,Bahraich,Risia,Karaunda,26997,0.8694444444444446,0.8694444444444446,,,,
up2021__892006,1487,badgawa,Bahraich,Risia,Badgawa,192392,49399,1487,bargawan,Bahraich,Risia,Bargawan,6430,0.8952380952380953,0.8952380952380953,,,,
up2021__930973,1487,khairdikouli,Bahraich,Risia,Khairdikouli,192403,266135,1487,khairi dikauli,Bahraich,Risia,Khairi Dikauli,28473,0.8859307359307359,0.8859307359307359,,,,
up2021__861730,1487,husainipura,Bahraich,Risia,Husainipura,192413,49414,1487,huseni purwa,Bahraich,Risia,Huseni Purwa,22495,0.8733164983164984,0.8733164983164984,,,,
up2021__868143,1487,badhera,Bahraich,Risia,Badhera,192415,49398,1487,barehara,Bahraich,Risia,Barehara,6337,0.8507936507936509,0.8507936507936509,,,,
up2021__856750,1487,leelapara,Bahraich,Risia,Leelapara,192427,49426,1487,lila para,Bahraich,Risia,Lila Para,32731,0.8666666666666666,0.8666666666666666,,,,
up2021__889846,1487,tulamzhauwa,Bahraich,Risia,Tulamzhauwa,192436,49451,1487,tula majhauha,Bahraich,Risia,Tula Majhauha,56323,0.8576534576534577,0.8576534576534577,,,,
up2021__715518,1490,takia,Bahraich,Visheshwarganj,Takia,192438,49638,1490,tkiya,Bahraich,Visheshwarganj,Tkiya,56194,0.88,0.88,,,,
up2021__691624,1490,belbhariya,Bahraich,Visheshwarganj,Belbhariya,192451,49585,1490,beal bahiraya,Bahraich,Visheshwarganj,Beal Bahiraya,7545,0.8584615384615385,0.8584615384615385,,,,
up2021__836502,1490,khriha dpauli,Bahraich,Visheshwarganj,Khriha Dpauli,192458,49608,1490,khariha dhapauli,Bahraich,Visheshwarganj,Khariha Dhapauli,29189,0.867948717948718,0.867948717948718,,,,
up2021__890107,1490,kakra mahammadpur,Bahraich,Visheshwarganj,Kakra Mahammadpur,192480,49603,1490,kakra moh pur,Bahraich,Visheshwarganj,Kakra Moh Pur,25914,0.8986425339366516,0.8986425339366516,,,,
up2021__794212,1488,sohabatiyaa,Bahraich,Shivpur,Sohabatiyaa,192522,49509,1488,sohbatiya,Bahraich,Shivpur,Sohbatiya,53584,0.8797979797979798,0.8797979797979798,,,,
up2021__920818,1488,dalla purwa,Bahraich,Shivpur,Dalla Purwa,192524,49470,1488,dellapurwa,Bahraich,Shivpur,Dellapurwa,15097,0.8821212121212121,0.8821212121212121,,,,
up2021__827027,1488,tigada,Bahraich,Shivpur,Tigada,192525,49510,1488,tigra,Bahraich,Shivpur,Tigra,55779,0.8755555555555556,0.8755555555555556,,,,
up2021__794806,1488,behada,Bahraich,Shivpur,Behada,192541,49464,1488,behra,Bahraich,Shivpur,Behra,7695,0.8755555555555556,0.8755555555555556,,,,
up2021__943598,1488,alinegar kala,Bahraich,Shivpur,Alinegar Kala,192542,49454,1488,alinagar kalan,Bahraich,Shivpur,Alinagar Kalan,1362,0.8893772893772893,0.8893772893772893,,,,
up2021__794832,1488,lalluhu,Bahraich,Shivpur,Lalluhu,192543,49484,1488,laluhi,Bahraich,Shivpur,Laluhi,32415,0.8944444444444445,0.8944444444444445,,,,
up2021__761740,1488,tikuapaara,Bahraich,Shivpur,Tikuapaara,192561,266669,1488,tikwapara,Bahraich,Shivpur,Tikwapara,55963,0.8982407407407408,0.8982407407407408,,,,
up2021__711844,1488,aswa muhammadpur,Bahraich,Shivpur,Aswa muhammadpur,192569,49457,1488,aswa mohd pur,Bahraich,Shivpur,Aswa Mohd.Pur,2770,0.8703671328671329,0.8703671328671329,,,,
up2021__803443,1488,maina nawariya,Bahraich,Shivpur,Maina Nawariya,192575,49486,1488,mainanevariya,Bahraich,Shivpur,Mainanevariya,34377,0.89000999000999,0.89000999000999,,,,
up2021__761797,1488,aranwa,Bahraich,Shivpur,Aranwa,192579,49456,1488,arnava,Bahraich,Shivpur,Arnava,2406,0.8577777777777779,0.8577777777777779,,,,
up2021__836633,1479,yadavpur matehiya,Bahraich,Huzurpur,Yadavpur Matehiya,192589,48894,1479,yadou pur matehia,Bahraich,Huzoorpur,Yadou Pur Matehia,57613,0.8843137254901962,0.8843137254901962,,,,
up2021__803277,1479,behra,Bahraich,Huzurpur,Behra,192592,48868,1479,behada,Bahraich,Huzoorpur,Behada,7658,0.8755555555555556,0.8755555555555556,,,,
up2021__939079,1479,aliha,Bahraich,Huzurpur,Aliha,192624,48863,1479,ailiha,Bahraich,Huzoorpur,Ailiha,723,0.8900000000000001,0.8900000000000001,,,,
up2021__846878,1479,gudwapur,Bahraich,Huzurpur,Gudwapur,192656,48888,1479,guduwa pur,Bahraich,Huzoorpur,Guduwa Pur,20534,0.895,0.895,,,,
up2021__742341,1521,beera,Banda,Kamasin,Beera,192664,242059,1521,veera,Banda,Kamasin,Veera,57299,0.8666666666666667,0.8666666666666667,,,,
up2021__858839,1521,audha,Banda,Kamasin,Audha,192665,51328,1521,aoudaha,Banda,Kamasin,Aoudaha,2214,0.8542857142857143,0.8542857142857143,,,,
up2021__863234,1521,mundwara,Banda,Kamasin,Mundwara,192666,51360,1521,mudvara,Banda,Kamasin,Mudvara,37736,0.8952380952380953,0.8952380952380953,,,,
up2021__896965,1521,satyani,Banda,Kamasin,Satyani,192675,51369,1521,satnyava,Banda,Kamasin,Satnyava,50694,0.8694444444444446,0.8694444444444446,,,,
up2021__892850,1521,andauli,Banda,Kamasin,Andauli,192676,51326,1521,andaura,Banda,Kamasin,Andaura,2031,0.8857142857142858,0.8857142857142858,,,,
up2021__902130,1521,budhauli,Banda,Kamasin,Budhauli,192677,51336,1521,budhoulee,Banda,Kamasin,Budhoulee,11747,0.8833333333333333,0.8833333333333333,,,,
up2021__884882,1521,sikri lakhanpur,Banda,Kamasin,Sikri Lakhanpur,192682,51370,1521,sikaree lakhanpur,Banda,Kamasin,Sikaree Lakhanpur,52657,0.8932679738562092,0.8932679738562092,,,,
up2021__894062,1520,naroli,Banda,Jaspura,Naroli,192693,51314,1520,narauli,Banda,Jaspura,Narauli,39484,0.8944444444444445,0.8944444444444445,,,,
up2021__809722,1524,chirahutta,Banda,Tindwaari,Chirahutta,192739,51529,1524,chhirahuta,Banda,Tindwari,Chhirahuta,13450,0.8874074074074074,0.8874074074074074,,,,
up2021__947289,1524,rehuta,Banda,Tindwaari,Rehuta,192748,51558,1524,rahuta,Banda,Tindwari,Rahuta,45320,0.9,0.9,,,,
up2021__790525,1524,gazni,Banda,Tindwaari,Gazni,192757,51533,1524,gajani,Banda,Tindwari,Gajani,18396,0.8577777777777779,0.8577777777777779,,,,
up2021__833060,1524,bhidoura,Banda,Tindwaari,Bhidoura,192775,51525,1524,bhindaura,Banda,Tindwari,Bhindaura,9997,0.8856481481481482,0.8856481481481482,,,,
up2021__868941,1523,barakolakalan,Banda,Narani,Barakolakalan,192815,51450,1523,barkola kalan,Banda,Naraini,Barkola Kalan,6683,0.8863247863247864,0.8863247863247864,,,,
up2021__877699,1523,garha,Banda,Narani,Garha,192816,51461,1523,gadha,Banda,Naraini,Gadha,18188,0.8933333333333333,0.8933333333333333,,,,
up2021__698801,1523,kartaul,Banda,Narani,Kartaul,192825,51470,1523,karatal,Banda,Naraini,Karatal,26980,0.8944444444444445,0.8944444444444445,,,,
up2021__876772,1523,barooa kaligarh,Banda,Narani,Barooa Kaligarh,192837,51452,1523,barua kalinjar,Banda,Naraini,Barua Kalinjar,6869,0.8877777777777778,0.8877777777777778,,,,
up2021__807247,1523,nivi,Banda,Narani,Nivi,192840,51488,1523,nibi,Banda,Naraini,Nibi,40555,0.8666666666666667,0.8666666666666667,,,,
up2021__813377,1523,tarhati kaliyajhar,Banda,Narani,Tarhati Kaliyajhar,192847,51511,1523,tarahati kalinzar,Banda,Naraini,Tarahati Kalinzar,55037,0.8558823529411764,0.8558823529411764,,,,
up2021__696035,1517,mia baraoli,Banda,Baberu,Mia Baraoli,192864,51170,1517,miya baroulee,Banda,Baberu,Miya Baroulee,37029,0.8694638694638694,0.8694638694638694,,,,
up2021__834174,1517,parbanu begam,Banda,Baberu,Parbanu Begam,192869,51176,1517,para bannu begam,Banda,Baberu,Para Bannu Begam,42380,0.8844551282051283,0.8844551282051283,,,,
up2021__947263,1517,saatar,Banda,Baberu,Saatar,192872,51188,1517,santar,Banda,Baberu,Santar,49703,0.8577777777777779,0.8577777777777779,,,,
up2021__846983,1517,anwan,Banda,Baberu,Anwan,192874,51144,1517,anvan,Banda,Baberu,Anvan,2197,0.8933333333333333,0.8933333333333333,,,,
up2021__704098,1517,harauli,Banda,Baberu,Harauli,192879,51159,1517,hardaulee,Banda,Baberu,Hardaulee,21374,0.888888888888889,0.888888888888889,,,,
up2021__755858,1517,majhiwa,Banda,Baberu,Majhiwa,192890,51165,1517,majheevan,Banda,Baberu,Majheevan,34522,0.8539682539682539,0.8539682539682539,,,,
up2021__841083,1517,karhuli,Banda,Baberu,Karhuli,192895,51162,1517,karahulee,Banda,Baberu,Karahulee,26865,0.888888888888889,0.888888888888889,,,,
up2021__718010,1517,padri,Banda,Baberu,Padri,192896,51174,1517,padaree,Banda,Baberu,Padaree,41349,0.8533333333333333,0.8533333333333333,,,,
up2021__774741,1517,ghansaual,Banda,Baberu,Ghansaual,192907,51157,1517,dhan saul,Banda,Baberu,Dhan Saul,15952,0.8518518518518517,0.8518518518518517,,,,
up2021__947597,1517,nilahu,Banda,Baberu,Nilahu,192910,51172,1517,nelathu,Banda,Baberu,Nelathu,40352,0.8642857142857143,0.8642857142857143,,,,
up2021__697903,1517,barauli azam,Banda,Baberu,Barauli Azam,192911,51153,1517,baroolee azam,Banda,Baberu,Baroolee Azam,6750,0.869871794871795,0.869871794871795,,,,
up2021__909395,1519,singhpur,Banda,Bissanda,Singhpur,192917,51290,1519,shingh pur,Banda,Bisanda,Shingh Pur,52115,0.865,0.865,,,,
up2021__887724,1519,bachodha,Banda,Bissanda,Bachodha,192929,51250,1519,bachhaundha,Banda,Bisanda,Bachhaundha,3468,0.8737012987012986,0.8737012987012986,,,,
up2021__759518,1519,kairi,Banda,Bissanda,Kairi,192938,51269,1519,kairee,Banda,Bisanda,Kairee,25709,0.8933333333333334,0.8933333333333334,,,,
up2021__767788,1519,laulitikamau,Banda,Bissanda,Laulitikamau,192941,51277,1519,lauli teaka mau,Banda,Bisanda,Lauli Teaka Mau,32585,0.8936363636363637,0.8936363636363637,,,,
up2021__777164,1519,pabai,Banda,Bissanda,Pabai,192943,51284,1519,pawai,Banda,Bisanda,Pawai,43457,0.8933333333333333,0.8933333333333333,,,,
up2021__875592,1519,lamhata,Banda,Bissanda,Lamhata,192945,51276,1519,lamehta,Banda,Bisanda,Lamehta,32446,0.8944444444444445,0.8944444444444445,,,,
up2021__753767,1519,utarwakhurda,Banda,Bissanda,Utarwakhurda,192955,51293,1519,utarwan,Banda,Bisanda,Utarwan,57163,0.8714285714285714,0.8714285714285714,,,,
up2021__716669,1519,oran gramin,Banda,Bissanda,Oran Gramin,192956,51281,1519,oran rural,Banda,Bisanda,Oran (Rural),41094,0.8672727272727273,0.8672727272727273,,,,
up2021__890957,1519,bhaddavl,Banda,Bissanda,Bhaddavl,192958,51254,1519,bhadawal,Banda,Bisanda,Bhadawal,8336,0.9,0.9,,,,
up2021__887701,1518,hathoda,Banda,Baedokhar Khurd,Hathoda,192971,51219,1518,hathaura,Banda,Badokhar Khurd,Hathaura,21977,0.8678571428571429,0.8678571428571429,,,,
up2021__806028,1518,triveni,Banda,Baedokhar Khurd,Triveni,192975,51244,1518,treveni,Banda,Badokhar Khurd,Treveni,56269,0.8793650793650793,0.8793650793650793,,,,
up2021__889872,1518,bilbai,Banda,Baedokhar Khurd,Bilbai,192982,51204,1518,vilbai,Banda,Badokhar Khurd,Vilbai,57413,0.888888888888889,0.888888888888889,,,,
up2021__921142,1518,duradi,Banda,Baedokhar Khurd,Duradi,192987,51212,1518,durendi,Banda,Badokhar Khurd,Durendi,17334,0.8944444444444445,0.8944444444444445,,,,
up2021__832383,1518,badokhar khurd,Banda,Baedokhar Khurd,Badokhar Khurd,192995,51199,1518,barokhar khurd,Banda,Badokhar Khurd,Barokhar Khurd,6735,0.8593406593406594,0.8593406593406594,,,,
up2021__836468,1518,pipiri,Banda,Baedokhar Khurd,Pipiri,193012,267858,1518,pipari,Banda,Badokhar Khurd,Pipari,43957,0.8755555555555556,0.8755555555555556,,,,
up2021__897017,1522,itrrokhurd,Banda,Mahua,Itrrokhurd,193027,51401,1522,itara khurd,Banda,Mahuva,Itara Khurd,23009,0.8739393939393939,0.8739393939393939,,,,
up2021__955479,1522,barsandakhrud,Banda,Mahua,Barsandakhrud,193032,51387,1522,barsanda buzurg,Banda,Mahuva,Barsanda Buzurg,6801,0.8671794871794872,0.8671794871794872,,,,
up2021__854750,1522,pithorabad,Banda,Mahua,Pithorabad,193053,51432,1522,pithaurabad,Banda,Mahuva,Pithaurabad,44309,0.8991919191919192,0.8991919191919192,,,,
up2021__911553,1522,aila,Banda,Mahua,Aila,193058,51376,1522,aela,Banda,Mahuva,Aela,334,0.8500000000000001,0.8500000000000001,,,,
up2021__322339,1475,sakaroud,Bagpat,Khekhada,Sakaroud,193081,48683,1475,sankrod,Baghpat,Khekra,Sankrod,49673,0.8952380952380953,0.8952380952380953,,,,
up2021__265260,1475,sunheeda,Bagpat,Khekhada,Sunheeda,193085,48688,1475,sunehra,Baghpat,Khekra,Sunehra,54375,0.8694444444444446,0.8694444444444446,,,,
up2021__292420,1475,fakhrpur,Bagpat,Khekhada,Fakhrpur,193089,48656,1475,fakharpur mohammad shahpur,Baghpat,Khekra,Fakharpur Mohammad Shahpur,17623,0.8615384615384615,0.8615384615384615,,,,
up2021__233685,1475,aanandpoor urf bandpoor,Bagpat,Khekhada,Aanandpoor Urf Bandpoor,193104,48651,1475,anandpur urf bandpur,Baghpat,Khekra,Anandpur Urf Bandpur,1985,0.8714492753623189,0.8714492753623189,,,,
up2021__283098,1474,rathoda,Bagpat,Chhaparauli,Rathoda,193116,48642,1474,rathaura,Baghpat,Chhaprauli,Rathaura,47349,0.8678571428571429,0.8678571428571429,,,,
up2021__286675,1474,hewa mirpur,Bagpat,Chhaparauli,Hewa Mirpur,193118,48630,1474,hewa,Baghpat,Chhaprauli,Hewa,22185,0.8727272727272728,0.8727272727272728,,,,
up2021__265099,1474,tilwada,Bagpat,Chhaparauli,Tilwada,193119,48648,1474,tilwara sakin,Baghpat,Chhaprauli,Tilwara Sakin,56044,0.8637362637362637,0.8637362637362637,,,,
up2021__319465,1474,asara chighavi,Bagpat,Chhaparauli,Asara Chighavi,193126,48624,1474,asara,Baghpat,Chhaprauli,Asara,2538,0.8714285714285714,0.8714285714285714,,,,
up2021__337250,1474,bachhaud,Bagpat,Chhaparauli,Bachhaud,193128,48625,1474,bachhor,Baghpat,Chhaprauli,Bachhor,3490,0.8678571428571429,0.8678571428571429,,,,
up2021__345242,1474,basauli,Bagpat,Chhaparauli,Basauli,193135,48627,1474,basoli,Baghpat,Chhaprauli,Basoli,7281,0.8944444444444445,0.8944444444444445,,,,
